Property_Title,Address,Market,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Rent_Restricted,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"9619 Taylor Course Michaelland, PW 24114","9619 Taylor Course Michaelland, PW 24114",Atlanta,1,9619 Taylor Course,Michaelland,PW,24114,Condo,0,0,2.54,252,,,,1,1,1993,1300,8990,Street,1,4,,,,3,33.047638,-101.457355,Inlet,9.46
"01136 Morgan Underpass Suite 543 Amandashire, NM 14978","01136 Morgan Underpass Suite 543 Amandashire, NM 14978",Florida,0,01136 Morgan Underpass Suite 543,Amandashire,NM,14978,SFR,0,,1.15,17,1,0,0,0,1,1996,3414,6076,Driveway,4,4,,Colonial,,1,41.543124,-76.372154,Ferry,9.76
"53284 Julia Bridge New Jilltown, AS 09312","53284 Julia Bridge New Jilltown, AS 09312",Chicago,1,53284 Julia Bridge,New Jilltown,AS,9312,Condo,0,0,2.76,136,0,1,0,1,0,1967,1017,3631,,5,3,1,,,4,36.209174,-113.628968,Meadow,6.18
"391 Hatfield Way Apt. 519 Stewartshire, FM 54296","391 Hatfield Way Apt. 519 Stewartshire, FM 54296", ,,391 Hatfield Way Apt. 519,Stewartshire,FM,54296,Duplex,,1,1.96,904,0,,1,1,,1976,2545,1822,Garage,5,2,,,0,3,34.543418,-101.047536,Shore,9.82
"6868 Dawn Expressway Suite 300 Donaldside, NV 09539","6868 Dawn Expressway Suite 300 Donaldside, NV 09539",Dallas,,6868 Dawn Expressway Suite 300,Donaldside,NV,9539,Single Family Home,1,0,3.45,1223,,,1,,0,1967,2340,6307,Street,5,4,1,Ranch,1,4,33.51435,-102.75104,Glen,5.83
"95522 Dennis Branch Petersport, IA 24996","95522 Dennis Branch Petersport, IA 24996",Dallas,1,95522 Dennis Branch,Petersport,IA,24996,Condo,0,1,3.23,1583,0,,0,0,1,1985,3252,8473,Garage,3,3,,Colonial,0,3,40.821515,-99.216761,Springs,7.43
"39657 Miller Trail Suite 042 North Dianeview, WY 25403","39657 Miller Trail Suite 042 North Dianeview, WY 25403",Florida,0,39657 Miller Trail Suite 042,North Dianeview,WY,25403,Duplex,0,1,2.33,310,1,,0,1,0,1990,3002,1959,Street,2,4,0,Split,0,2,34.77224,-74.292699,Station,9.38
"9222 Stacy Landing South Desiree, WA 89607","9222 Stacy Landing South Desiree, WA 89607",Dallas,0,9222 Stacy Landing,South Desiree,WA,89607,Duplex,0,,2.96,1242,,,,0,,2012,3307,9679,,3,2,1,Ranch,0,4,41.522005,-102.443657,Square,8.08
"175 Warren Crescent Suite 703 Lake James, VT 47131","175 Warren Crescent Suite 703 Lake James, VT 47131",Tampa,,175 Warren Crescent Suite 703,Lake James,VT,47131,Condo,0,0,2.27,814,0,0,,0,1,1980,2023,1289,Driveway,1,2,1,Colonial,0,3,38.766614,-89.456192,Key,8.62
"009 Stephanie Stream Apt. 227 New Tyronestad, NE 58912","009 Stephanie Stream Apt. 227 New Tyronestad, NE 58912",Chicago,,009 Stephanie Stream Apt. 227,New Tyronestad,NE,58912,Condo,1,,2.46,0,,1,0,1,1,1981,2703,3285,Driveway,3,1,1,Colonial,1,3,38.800632,-83.639359,Extensions,4.35
"623 Stephanie Throughway Apt. 005 Hinesbury, KY 42709","623 Stephanie Throughway Apt. 005 Hinesbury, KY 42709",Florida,1,623 Stephanie Throughway Apt. 005,Hinesbury,KY,42709,Condo,,,1.59,1501,1,1,1,0,1,1960,3006,7626,Driveway,6,4,0,Ranch,0,3,40.895433,-103.019262,Club,8.43
"167 Ramirez Mountain Apt. 418 Nicholsbury, AL 24945","167 Ramirez Mountain Apt. 418 Nicholsbury, AL 24945", ,,167 Ramirez Mountain Apt. 418,Nicholsbury,AL,24945,Duplex,1,0,3.42,69,0,1,1,,1,1967,2006,3961,Street,4,1,,Colonial,,2,40.551379,-112.072451,Estate,8.44
"93263 Shields Parks West Taylor, IN 85833","93263 Shields Parks West Taylor, IN 85833",Dalas,1,93263 Shields Parks,West Taylor,IN,85833,Townhouse,0,,2.45,1448,1,0,1,,1,1957,3282,3597,Driveway,2,3,1,Colonial,,2,38.833912,-114.38701,Trafficway,7.23
"4527 Miller Road Apt. 539 Port Oscar, RI 76232","4527 Miller Road Apt. 539 Port Oscar, RI 76232",Florida,1,4527 Miller Road Apt. 539,Port Oscar,RI,76232,Duplex,0,0,1.51,83,0,0,,,,1964,1124,1139,,5,4,1,Colonial,,4,38.077673,-96.766268,Trail,6.06
"4936 Jamie Turnpike Apt. 687 West Seantown, NM 02366","4936 Jamie Turnpike Apt. 687 West Seantown, NM 02366",Chicgo,0,4936 Jamie Turnpike Apt. 687,West Seantown,NM,2366,Condo,,,2.29,53,,0,1,1,0,1977,2154,6919,Garage,5,3,0,Ranch,0,4,34.219068,-103.173085,Harbors,4.1
"39418 Jeffrey Branch New Amandashire, OK 10600","39418 Jeffrey Branch New Amandashire, OK 10600",Florida,,39418 Jeffrey Branch,New Amandashire,OK,10600,Single Family Home,1,,3.27,250,0,,0,1,0,2018,771,4937,Driveway,3,3,0,Ranch,,2,36.032733,-100.403104,Rue,7.03
"80244 Nicholas Viaduct South Thomasfort, KY 29461","80244 Nicholas Viaduct South Thomasfort, KY 29461",Dalas,,80244 Nicholas Viaduct,South Thomasfort,KY,29461,Condo,,1,1.61,1874,,,0,,1,1980,584,6079,Driveway,1,1,0,,,3,41.38151,-78.014614,Oval,6.1
"1627 Gilbert Haven Schneiderfurt, VI 65872","1627 Gilbert Haven Schneiderfurt, VI 65872",Atlanta,0,1627 Gilbert Haven,Schneiderfurt,VI,65872,Townhouse,,,3.22,1115,1,,0,0,0,1958,602,6889,Street,4,3,0,Colonial,,4,36.698992,-80.624008,Gardens,3.04
"686 Conner Court Apt. 329 Port Thomas, MH 04690","686 Conner Court Apt. 329 Port Thomas, MH 04690",Tampa,,686 Conner Court Apt. 329,Port Thomas,MH,4690,Single Family Home,0,,1.78,760,,1,0,0,,1953,1384,4908,Street,2,1,,Split,1,5,37.116031,-105.331725,Springs,7.09
"01866 Laurie Field Johnstonbury, IA 72976","01866 Laurie Field Johnstonbury, IA 72976",Atlanta,,01866 Laurie Field,Johnstonbury,IA,72976,SFR,1,1,3.38,515,,0,,1,,1996,2032,3753,Street,6,4,1,Ranch,1,5,39.816977,-102.19224,Ways,9.06
"147 Hurley Knoll Moralesstad, MS 83578","147 Hurley Knoll Moralesstad, MS 83578",Chicgo,1,147 Hurley Knoll,Moralesstad,MS,83578,Duplex,1,1,2.64,1582,0,0,0,0,1,1985,2934,3855,Street,1,1,0,Ranch,,5,40.678447,-82.290425,Common,5.2
"289 Glover Point Maxmouth, VT 42419","289 Glover Point Maxmouth, VT 42419",Tampa,0,289 Glover Point,Maxmouth,VT,42419,SFR,,,2.42,1281,0,0,1,,0,1991,2347,1592,Driveway,5,2,1,Ranch,0,4,33.397366,-92.374636,Radial,7.66
"0839 Armstrong Gardens Suite 785 Sanchezview, SD 76994","0839 Armstrong Gardens Suite 785 Sanchezview, SD 76994",Chicago,0,0839 Armstrong Gardens Suite 785,Sanchezview,SD,76994,Condo,,1,2.65,651,1,,1,,,2007,2278,4809,,5,3,,Colonial,0,5,36.438486,-73.775069,Roads,8.0
"777 Kennedy Cape Suite 994 North Jonathan, LA 45048","777 Kennedy Cape Suite 994 North Jonathan, LA 45048",Dallas,1,777 Kennedy Cape Suite 994,North Jonathan,LA,45048,SFR,1,,1.93,649,,1,1,0,0,1976,2895,5767,,6,2,0,Ranch,0,2,41.481484,-111.049408,Locks,7.61
"2862 Edward Underpass Brownberg, SC 42535","2862 Edward Underpass Brownberg, SC 42535",Florida,1,2862 Edward Underpass,Brownberg,SC,42535,Condo,0,,1.98,1803,0,0,1,,,1965,2781,1262,Garage,4,4,1,,,4,37.924934,-80.694646,Corner,9.57
"96874 Ball Pass Apt. 771 Matthewton, CA 59948","96874 Ball Pass Apt. 771 Matthewton, CA 59948", ,1,96874 Ball Pass Apt. 771,Matthewton,CA,59948,Townhouse,0,1,2.51,61,,1,0,1,,1966,889,7335,Street,1,4,0,Split,,3,37.293493,-108.791098,Walks,8.64
"9558 David Ford New Corey, VT 20987","9558 David Ford New Corey, VT 20987",Dallas,0,9558 David Ford,New Corey,VT,20987,Townhouse,,0,1.15,130,1,,1,1,1,1986,3004,6432,Driveway,6,4,1,Colonial,0,4,34.429656,-107.892052,Hills,3.9
"721 Gregory Trace Rossville, WY 69726","721 Gregory Trace Rossville, WY 69726",Dalas,1,721 Gregory Trace,Rossville,WY,69726,Single Family Home,1,,2.8,1798,,,,1,0,1968,641,6286,Garage,2,2,1,Split,0,1,38.946165,-73.190014,Trace,6.21
"90912 Olson Forge Suite 605 Lake Oscar, GU 51952","90912 Olson Forge Suite 605 Lake Oscar, GU 51952",Tampa,,90912 Olson Forge Suite 605,Lake Oscar,GU,51952,Duplex,1,,2.0,1299,,,,1,1,2001,1820,5634,Driveway,6,3,,Split,1,2,40.774458,-89.508573,Groves,4.31
"2971 Goodman Corner Suite 536 Jennaberg, MN 93663","2971 Goodman Corner Suite 536 Jennaberg, MN 93663", ,0,2971 Goodman Corner Suite 536,Jennaberg,MN,93663,Single Family Home,0,0,3.14,236,0,,,1,1,1976,2795,2762,Garage,2,3,0,Split,,2,36.611361,-101.585231,Harbors,3.06
"9500 Charles Skyway Apt. 665 South Amandashire, MO 55497","9500 Charles Skyway Apt. 665 South Amandashire, MO 55497",Dallas,1,9500 Charles Skyway Apt. 665,South Amandashire,MO,55497,Duplex,1,1,2.25,34,1,,,,,1953,1282,7330,Driveway,3,4,0,Split,1,5,40.496534,-73.211948,Corners,6.75
"1946 Hall Parkways Suite 293 Port Shelby, MT 58144","1946 Hall Parkways Suite 293 Port Shelby, MT 58144",Dallas,,1946 Hall Parkways Suite 293,Port Shelby,MT,58144,Duplex,,0,1.2,545,,0,0,0,0,1989,1397,9844,Street,5,3,1,Split,0,5,38.52377,-99.837047,Summit,4.34
"752 Lori Underpass Apt. 968 East Frederick, MP 42424","752 Lori Underpass Apt. 968 East Frederick, MP 42424",Tampa,,752 Lori Underpass Apt. 968,East Frederick,MP,42424,Condo,0,,1.14,1970,0,,0,,0,1992,3232,5108,Driveway,1,1,0,Split,1,1,41.408577,-116.445784,Spring,5.48
"91936 King Roads Darrylside, MT 63935","91936 King Roads Darrylside, MT 63935", ,0,91936 King Roads,Darrylside,MT,63935,Single Family Home,0,,2.33,319,1,1,,0,1,2005,3430,4628,Garage,6,2,,Split,1,2,33.725503,-110.946369,Port,4.55
"0845 Swanson Village New Brenda, CT 95044","0845 Swanson Village New Brenda, CT 95044",Dalas,0,0845 Swanson Village,New Brenda,CT,95044,Townhouse,,1,1.03,956,0,0,,,0,1980,1203,6595,,2,4,,,1,1,40.653741,-116.62585,Spur,5.77
"38212 Williams Village Millerchester, AL 78628","38212 Williams Village Millerchester, AL 78628",Chicgo,0,38212 Williams Village,Millerchester,AL,78628,Duplex,0,,1.7,1259,0,1,1,,0,2017,1746,9550,Street,2,1,,Split,0,5,40.437667,-107.63794,Lane,5.01
"11735 Douglas Camp West Kathrynhaven, NE 53505","11735 Douglas Camp West Kathrynhaven, NE 53505",Chicgo,,11735 Douglas Camp,West Kathrynhaven,NE,53505,Condo,,1,3.18,559,,1,0,,,1973,2913,7039,Garage,2,1,1,Split,0,5,35.550181,-103.412074,Shore,6.77
"745 Brittney Trace East Aaronshire, DC 16589","745 Brittney Trace East Aaronshire, DC 16589",Dallas,0,745 Brittney Trace,East Aaronshire,DC,16589,Single Family Home,,,2.39,1377,0,1,,1,1,2006,622,6962,Street,1,2,,Ranch,1,4,37.449175,-108.346248,Tunnel,6.55
"5136 Eugene Point Suite 831 Popetown, MS 16886","5136 Eugene Point Suite 831 Popetown, MS 16886",Dallas,1,5136 Eugene Point Suite 831,Popetown,MS,16886,Duplex,1,,3.4,1718,0,,0,,,1973,3041,5198,Street,6,4,,Colonial,0,1,39.814482,-113.956406,Union,4.89
"00372 Hall Pass Suite 381 West Bailey, MT 94907","00372 Hall Pass Suite 381 West Bailey, MT 94907", ,,00372 Hall Pass Suite 381,West Bailey,MT,94907,Duplex,0,0,2.24,71,0,0,1,0,,1974,1631,4355,Driveway,4,4,0,Ranch,1,3,33.432492,-112.125599,Freeway,6.34
"77129 Hebert Club Robintown, VT 85066","77129 Hebert Club Robintown, VT 85066",Dalas,,77129 Hebert Club,Robintown,VT,85066,Duplex,0,,3.05,1961,1,0,1,0,0,1980,2305,7579,Street,6,2,1,Split,0,4,38.394975,-98.330656,Orchard,9.79
"6331 Edwards Junction Johnsonborough, MP 02473","6331 Edwards Junction Johnsonborough, MP 02473",Atlanta,,6331 Edwards Junction,Johnsonborough,MP,2473,Townhouse,1,0,2.46,1435,,,,0,1,2023,3324,2189,,3,3,0,Colonial,1,1,36.353955,-90.236678,Estates,3.37
"2643 Garcia Glens Richardsville, HI 71829","2643 Garcia Glens Richardsville, HI 71829",Tampa,1,2643 Garcia Glens,Richardsville,HI,71829,Condo,1,0,2.01,554,0,0,0,1,0,1952,807,6293,,5,1,,Colonial,0,3,34.991822,-112.745199,Trace,8.65
"11965 Jacobson Lake East Gregoryborough, MT 64562","11965 Jacobson Lake East Gregoryborough, MT 64562", ,,11965 Jacobson Lake,East Gregoryborough,MT,64562,Duplex,,0,1.3,599,0,1,1,1,1,1967,2669,1835,Driveway,5,4,0,Split,,3,40.689772,-95.867742,Mills,9.89
"7849 Torres Cliffs Lake Chad, VI 07647","7849 Torres Cliffs Lake Chad, VI 07647", ,0,7849 Torres Cliffs,Lake Chad,VI,7647,Duplex,0,0,1.67,1777,,1,0,,0,1996,2435,3545,Garage,5,3,1,,1,5,39.705474,-106.703298,Green,3.24
"4091 Rebecca Hills West Sonya, KY 24738","4091 Rebecca Hills West Sonya, KY 24738",Chicgo,,4091 Rebecca Hills,West Sonya,KY,24738,Single Family Home,1,1,1.85,1951,,1,1,,0,2015,1255,7632,Street,3,2,0,Colonial,,3,38.178009,-103.995244,Ports,7.61
"252 Marcus Fort Danielhaven, MS 27626","252 Marcus Fort Danielhaven, MS 27626",Tampa,1,252 Marcus Fort,Danielhaven,MS,27626,Single Family Home,,,2.52,782,0,,0,1,,2012,2651,2320,Garage,4,2,,Split,0,4,35.375981,-90.913897,Expressway,4.55
"54280 Rachel Mission Apt. 030 Markport, VT 11434","54280 Rachel Mission Apt. 030 Markport, VT 11434",Chicgo,1,54280 Rachel Mission Apt. 030,Markport,VT,11434,SFR,0,,1.74,230,1,,,,1,1956,3364,6821,Driveway,1,3,,,,3,33.331253,-113.342957,Locks,5.69
"620 Jimmy Valley Apt. 550 Michaelhaven, MS 18026","620 Jimmy Valley Apt. 550 Michaelhaven, MS 18026",Tampa,1,620 Jimmy Valley Apt. 550,Michaelhaven,MS,18026,Townhouse,,0,3.3,1975,0,1,1,,,2013,2399,3753,Driveway,3,3,1,Colonial,1,1,37.671765,-97.124623,Brook,3.59
"7313 Blevins Passage Apt. 373 Lindaburgh, MN 52109","7313 Blevins Passage Apt. 373 Lindaburgh, MN 52109",Tampa,0,7313 Blevins Passage Apt. 373,Lindaburgh,MN,52109,Duplex,0,0,3.14,303,1,,1,1,0,1995,1601,9986,Driveway,3,3,1,,,4,34.494595,-73.03283,Grove,6.92
"78761 Stephanie Hollow Apt. 638 Lambertland, DC 80379","78761 Stephanie Hollow Apt. 638 Lambertland, DC 80379", ,,78761 Stephanie Hollow Apt. 638,Lambertland,DC,80379,Townhouse,1,1,1.66,1843,0,0,,,,1996,2887,6815,Driveway,2,3,1,Split,0,2,41.801485,-88.968242,Rapids,4.46
"3090 Francisco River West Kyle, RI 26820","3090 Francisco River West Kyle, RI 26820",Tampa,,3090 Francisco River,West Kyle,RI,26820,Duplex,1,,2.27,467,,0,0,1,,2009,2321,6670,Street,2,1,1,,0,2,34.676286,-107.339679,Glen,4.84
"3122 Byrd Green East Aliciamouth, AR 96372","3122 Byrd Green East Aliciamouth, AR 96372",Chicago,0,3122 Byrd Green,East Aliciamouth,AR,96372,Townhouse,,,3.22,994,1,0,1,,,2010,1288,2962,,1,1,,Colonial,1,3,36.398613,-82.620071,Cliff,6.15
"24380 Wells Roads Jodihaven, KY 73074","24380 Wells Roads Jodihaven, KY 73074",Tampa,0,24380 Wells Roads,Jodihaven,KY,73074,Condo,0,0,2.6,1237,0,1,,,1,1998,3456,1143,Garage,1,4,1,Colonial,0,3,34.186621,-90.30779,Valleys,8.37
"6829 Julia Land New Mary, FL 55640","6829 Julia Land New Mary, FL 55640", ,0,6829 Julia Land,New Mary,FL,55640,Townhouse,,0,1.43,1974,,1,0,0,,1988,3238,6893,Driveway,6,3,1,,,4,36.32212,-93.109479,Rapids,7.62
"35067 Lozano Manors Suite 128 Lisaton, AR 32419","35067 Lozano Manors Suite 128 Lisaton, AR 32419",Atlanta,0,35067 Lozano Manors Suite 128,Lisaton,AR,32419,Condo,0,,3.05,1139,0,0,1,,1,1954,640,5153,Street,4,1,0,Ranch,1,4,34.771114,-96.178694,Pines,3.99
"503 Kimberly Plains Suite 347 East Kelly, UT 93121","503 Kimberly Plains Suite 347 East Kelly, UT 93121",Chicgo,1,503 Kimberly Plains Suite 347,East Kelly,UT,93121,SFR,,1,3.04,621,0,0,,1,1,1995,2013,6257,,5,1,,Ranch,,4,33.320502,-100.712402,Plaza,5.58
"32715 Mary Fields Josetown, OH 58900","32715 Mary Fields Josetown, OH 58900", ,,32715 Mary Fields,Josetown,OH,58900,Single Family Home,,0,2.86,1526,,,1,0,1,2020,3343,7487,Garage,5,2,,,0,2,41.449819,-116.866403,Neck,3.7
"2024 Smith Road Suite 508 Jamiefurt, KS 16236","2024 Smith Road Suite 508 Jamiefurt, KS 16236",Dallas,0,2024 Smith Road Suite 508,Jamiefurt,KS,16236,SFR,1,,1.33,1850,1,0,1,1,0,1991,3180,2427,Driveway,5,3,0,Split,1,4,35.953945,-98.178846,Green,6.69
"5530 Thomas Terrace Apt. 127 Woodfort, NE 53253","5530 Thomas Terrace Apt. 127 Woodfort, NE 53253", ,0,5530 Thomas Terrace Apt. 127,Woodfort,NE,53253,Duplex,0,1,1.12,1342,0,1,,,0,1968,1123,1202,Garage,4,2,0,Colonial,0,1,40.888457,-95.925655,Mount,7.2
"962 Emily Plaza Suite 658 New Garyfurt, UT 10151","962 Emily Plaza Suite 658 New Garyfurt, UT 10151",Florida,1,962 Emily Plaza Suite 658,New Garyfurt,UT,10151,Townhouse,1,,1.14,1850,1,,,0,0,1977,1804,7909,Street,6,4,1,Colonial,,3,33.835212,-83.930297,Glens,3.5
"866 Wright Run Port Joshua, AK 64019","866 Wright Run Port Joshua, AK 64019",Florida,,866 Wright Run,Port Joshua,AK,64019,SFR,0,0,2.23,611,1,1,1,,,2020,1892,1331,Driveway,6,2,1,Ranch,,1,37.714795,-97.876997,Fords,7.28
"8558 John Summit New Michael, SC 65773","8558 John Summit New Michael, SC 65773",Dalas,,8558 John Summit,New Michael,SC,65773,Duplex,0,,2.82,115,,1,,1,,2014,1301,4157,Street,2,1,1,Colonial,0,5,35.502821,-99.446607,Harbors,9.55
"258 Krause Walk Bellfort, NV 23392","258 Krause Walk Bellfort, NV 23392",Dallas,0,258 Krause Walk,Bellfort,NV,23392,Townhouse,1,,2.44,192,1,1,,0,1,1993,2151,1637,Driveway,1,3,,Split,0,5,36.276803,-73.925603,Ridge,7.94
"4969 Ayala Trace Apt. 773 Heatherburgh, VA 10330","4969 Ayala Trace Apt. 773 Heatherburgh, VA 10330",Tampa,,4969 Ayala Trace Apt. 773,Heatherburgh,VA,10330,Single Family Home,0,1,1.59,578,,0,0,,1,1953,3165,9595,Driveway,3,2,0,Ranch,,3,36.58868,-85.208021,Corner,3.32
"507 Valdez Mall West Denisemouth, ND 17872","507 Valdez Mall West Denisemouth, ND 17872",Atlanta,0,507 Valdez Mall,West Denisemouth,ND,17872,Condo,,1,1.8,1926,0,,1,,,1985,818,6279,Garage,2,1,,Colonial,0,1,41.799891,-87.273226,Spurs,5.54
"53414 Tina Mountain Suite 826 Fosterland, VA 62388","53414 Tina Mountain Suite 826 Fosterland, VA 62388",Florida,0,53414 Tina Mountain Suite 826,Fosterland,VA,62388,Single Family Home,0,0,1.73,279,1,0,,0,,1971,741,1174,,3,3,,Colonial,1,1,36.748321,-99.939318,Coves,7.37
"999 Silva Shoal Suite 381 Williamsburgh, WY 06937","999 Silva Shoal Suite 381 Williamsburgh, WY 06937",Dalas,1,999 Silva Shoal Suite 381,Williamsburgh,WY,6937,Condo,,1,3.15,353,1,,,1,,2010,3019,9991,Garage,6,1,0,Colonial,,1,39.52123,-75.88136,Isle,9.05
"841 Evan Vista Wisefurt, PA 86853","841 Evan Vista Wisefurt, PA 86853",Atlanta,0,841 Evan Vista,Wisefurt,PA,86853,Condo,0,1,1.35,873,0,1,1,0,0,2001,963,1890,,5,4,1,Split,0,4,36.660748,-111.003286,Court,5.15
"430 Logan Springs Suite 155 West Jefferymouth, TN 63860","430 Logan Springs Suite 155 West Jefferymouth, TN 63860",Tampa,1,430 Logan Springs Suite 155,West Jefferymouth,TN,63860,Duplex,0,,1.01,871,0,,,,,1991,2043,3130,Street,3,4,1,,,4,35.290337,-107.567729,Springs,3.96
"50250 Robert Isle Port Andrea, OH 72063","50250 Robert Isle Port Andrea, OH 72063",Florida,1,50250 Robert Isle,Port Andrea,OH,72063,Townhouse,,0,3.39,777,1,1,0,0,,2020,2602,7530,Garage,5,2,0,Split,1,4,35.211768,-102.288363,Courts,6.37
"2186 Smith Way Suite 239 Port Traceyside, MP 44563","2186 Smith Way Suite 239 Port Traceyside, MP 44563",Florida,0,2186 Smith Way Suite 239,Port Traceyside,MP,44563,Duplex,0,0,2.38,1491,1,1,1,1,1,1993,1852,7764,Driveway,6,3,1,Colonial,,5,37.309901,-96.879001,Center,9.84
"49764 Shawn Ford Suite 504 Williamsport, FM 30102","49764 Shawn Ford Suite 504 Williamsport, FM 30102",Chicago,0,49764 Shawn Ford Suite 504,Williamsport,FM,30102,SFR,1,1,2.22,744,1,1,,,,1958,2830,2563,Driveway,3,2,0,Colonial,0,3,34.562983,-84.816306,Divide,8.36
"1457 Maxwell Squares Suite 546 Josephhaven, NH 42242","1457 Maxwell Squares Suite 546 Josephhaven, NH 42242",Chicago,1,1457 Maxwell Squares Suite 546,Josephhaven,NH,42242,Single Family Home,,0,3.26,530,,1,,1,1,1979,1339,7403,,2,4,,Colonial,0,4,41.698218,-89.888981,Mountains,7.27
"457 John Dam Rebeccaport, PA 50308","457 John Dam Rebeccaport, PA 50308",Dalas,0,457 John Dam,Rebeccaport,PA,50308,SFR,1,1,3.11,280,,,1,0,1,1993,2829,2723,Garage,2,2,,,,3,40.150787,-106.938798,Dale,5.79
"26032 Kim Freeway Schaeferstad, PA 20207","26032 Kim Freeway Schaeferstad, PA 20207",Dalas,1,26032 Kim Freeway,Schaeferstad,PA,20207,Single Family Home,,0,1.91,1742,0,0,,,,1975,2532,4623,Garage,5,4,1,Ranch,1,1,38.921073,-77.087982,Plaza,6.7
"43500 Cook Lodge West Austinside, WA 78309","43500 Cook Lodge West Austinside, WA 78309",Florida,0,43500 Cook Lodge,West Austinside,WA,78309,SFR,,1,2.27,1876,,1,0,0,,1993,575,5349,Street,3,4,,,,1,41.930086,-100.850258,Courts,6.54
"53609 Kim Ferry Apt. 177 Waltertown, CA 05469","53609 Kim Ferry Apt. 177 Waltertown, CA 05469",Chicgo,,53609 Kim Ferry Apt. 177,Waltertown,CA,5469,Single Family Home,,,1.07,653,1,1,1,,0,1976,2309,9390,,1,4,1,,1,1,34.967243,-76.28187,Street,5.3
"100 Barrera Glen Suite 171 Christopherside, KY 31629","100 Barrera Glen Suite 171 Christopherside, KY 31629",Tampa,0,100 Barrera Glen Suite 171,Christopherside,KY,31629,Condo,,1,1.84,60,1,1,0,0,1,2011,1220,5212,Street,4,3,,Colonial,1,2,33.091112,-112.477931,Flat,9.48
"51098 Kimberly Cape Alicialand, FL 80372","51098 Kimberly Cape Alicialand, FL 80372",Chicgo,0,51098 Kimberly Cape,Alicialand,FL,80372,Townhouse,0,0,3.16,212,,1,,0,1,1959,1360,1750,Street,1,2,1,Split,0,1,38.885569,-79.252693,Road,8.4
"8229 James Courts Suite 106 Lake William, FL 64443","8229 James Courts Suite 106 Lake William, FL 64443",Chicgo,,8229 James Courts Suite 106,Lake William,FL,64443,Townhouse,0,0,2.05,1847,0,0,0,0,,1988,1734,9331,Street,2,4,1,Colonial,0,1,40.03605,-83.139018,Center,8.78
"043 Thomas Plains Apt. 978 Jamesstad, ME 61795","043 Thomas Plains Apt. 978 Jamesstad, ME 61795",Dallas,1,043 Thomas Plains Apt. 978,Jamesstad,ME,61795,Single Family Home,,1,2.88,117,1,1,0,0,0,1950,2868,3990,Garage,3,3,0,,0,5,40.805076,-87.970641,Lake,6.14
"54919 Randy Common Suite 372 Lake Steven, FL 20073","54919 Randy Common Suite 372 Lake Steven, FL 20073", ,,54919 Randy Common Suite 372,Lake Steven,FL,20073,Townhouse,,0,2.39,1453,1,1,,,1,2019,1500,5055,Garage,2,1,,,1,4,41.526228,-104.577459,Ferry,8.24
"731 Soto Extension Heathfort, WA 61861","731 Soto Extension Heathfort, WA 61861",Chicago,,731 Soto Extension,Heathfort,WA,61861,Townhouse,0,,2.34,216,1,1,0,1,,1972,2973,8724,Driveway,1,2,1,Split,,2,36.55293,-83.563693,Village,6.32
"893 Williams Mission Apt. 148 Elliottbury, KY 98509","893 Williams Mission Apt. 148 Elliottbury, KY 98509",Dalas,1,893 Williams Mission Apt. 148,Elliottbury,KY,98509,Duplex,0,,1.86,1275,0,0,,0,0,1972,993,2734,Street,3,4,0,,,5,36.819951,-104.464638,Glens,3.98
"33934 Douglas Ridge Apt. 841 Jenniferborough, AR 35581","33934 Douglas Ridge Apt. 841 Jenniferborough, AR 35581",Chicgo,1,33934 Douglas Ridge Apt. 841,Jenniferborough,AR,35581,Duplex,1,0,2.77,769,1,1,1,,1,1997,1174,8845,Garage,1,4,0,Colonial,1,4,34.578497,-114.962023,Divide,7.88
"70863 Hall Summit Apt. 462 Huntfort, WA 81948","70863 Hall Summit Apt. 462 Huntfort, WA 81948",Atlanta,0,70863 Hall Summit Apt. 462,Huntfort,WA,81948,Condo,1,,2.79,1056,1,0,1,1,,1972,3391,4296,,4,3,0,,0,4,39.9986,-96.861405,Branch,4.42
"903 Hernandez Springs Port Kaylaburgh, GU 71466","903 Hernandez Springs Port Kaylaburgh, GU 71466",Chicago,0,903 Hernandez Springs,Port Kaylaburgh,GU,71466,SFR,0,,3.13,155,0,0,1,,,2009,1317,5994,,3,2,1,Ranch,1,5,33.78861,-102.754018,Parks,7.98
"40071 Lisa Neck Apt. 499 Jeanneshire, HI 05895","40071 Lisa Neck Apt. 499 Jeanneshire, HI 05895",Dallas,1,40071 Lisa Neck Apt. 499,Jeanneshire,HI,5895,Single Family Home,0,0,1.71,599,0,0,,0,0,2004,2550,5949,Driveway,2,1,1,Colonial,,3,38.359684,-89.966748,Mountains,7.76
"1751 Adams Ports Cisnerosburgh, NY 99739","1751 Adams Ports Cisnerosburgh, NY 99739",Florida,,1751 Adams Ports,Cisnerosburgh,NY,99739,SFR,0,0,1.22,553,,0,1,1,1,1987,1509,5014,Driveway,1,1,0,Split,0,5,37.353213,-86.587846,Lights,9.71
