Reviewed_Status,Most_Recent_Status,Source,Occupancy,Net_Yield,IRR,Selling_Reason,Seller_Retained_Broker,Final_Reviewer
 ,Closed,Broker,No,10.08,15.08,,No,Michael Chen
New,Pend,MLS,,9.2,8.33,Downsizing,,Jason Miller
New,Cancelled,Broker,Yes,6.88,5.46,Investor Sale,Yes,Priya Sharma
Null,Close,Broker,,9.46,13.65,Job Transfer,Yes,Sophia Williams
Closed,Kick,Bulk,Yes,5.53,6.87,Job Transfer,No,Michael Chen
Closed,Pend,Internal,No,9.48,19.45,Job Transfer,Yes,Sophia Williams
Cancelled,Cancelled,MLS,No,4.17,7.15,Job Transfer,,Samantha Pierce
Offered,Kick,Bulk,,9.49,13.12,Downsizing,No,Michael Chen
Cancelled,Kick,Internal,Yes,10.36,10.54,Investor Sale,Yes,Samantha Pierce
Accepted Offer,Pending,Auction.com,Yes,6.14,12.73,Investor Sale,Yes,Michael Chen
Null,Closed,M L S,,8.1,19.32,,,David Thompson
Null,Kick,Bulk,No,6.01,12.78,,No,Priya Sharma
Accepted Offer,Kick,Bulk,No,8.81,6.14,Downsizing,,Jason Miller
New,Pend,MLS,Yes,6.39,10.5,Investor Sale,No,Samantha Pierce
Null,Pend,MLS,,3.58,17.68,Downsizing,,Priya Sharma
New,Closed,Bulk,,8.19,18.38,Investor Sale,,Amit Kumar
Offered,Cancelled,Bulk,Yes,3.91,19.27,Investor Sale,No,Luis Garcia
Closed, ,Internal,Yes,9.58,17.04,,No,David Thompson
Closed,Closed,MLS,No,11.46,6.0,Job Transfer,,Luis Garcia
Reviewed,Closed,Opendoor,Yes,3.31,10.86,,,Luis Garcia
Reviewed,Null,Auction.com,,11.07,16.74,Job Transfer,,David Thompson
Accepted Offer,Always Kick,Opendoor,,8.86,9.26,Investor Sale,,Amit Kumar
Reviewed,Kick,M L S,Yes,6.33,17.44,,,Jessica Lin
New,Null,M L S,,8.33,11.12,Downsizing,Yes,Emily Patel
Closed,Pending,M L S,Yes,3.99,13.39,Job Transfer,Yes,David Thompson
Accepted Offer,Available,Broker,Yes,8.91,13.67,Investor Sale,,Sophia Williams
Accepted Offer,Kick,Internal,No,4.68,10.29,Investor Sale,Yes,Samantha Pierce
Closed,Pending,Auction.com,No,11.38,19.58,Investor Sale,No,David Thompson
Null,Pending,Auction.com,,7.47,17.98,Downsizing,,Samantha Pierce
Offered,Always Kick,Opendoor,No,6.13,16.9,Job Transfer,Yes,Amit Kumar
Cancelled, ,Bulk,Yes,5.21,7.52,Downsizing,,Jason Miller
Reviewed,Null,Internal,Yes,10.72,19.73,,Yes,Jason Miller
Accepted Offer,Cancelled,MLS,No,3.43,14.4,,No,David Thompson
New,Null,MLS,Yes,11.93,18.9,Job Transfer,Yes,Priya Sharma
New,Kick,Broker,No,9.97,7.54,,Yes,Priya Sharma
Null,Null,Opendoor,,3.41,18.81,Investor Sale,No,Samantha Pierce
Offered,Always Kick,Internal,Yes,9.96,7.38,Job Transfer,No,David Thompson
New,Pending,M L S,,10.78,11.39,Downsizing,No,Emily Patel
Null,Pend,Bulk,,10.47,5.7,Investor Sale,No,Samantha Pierce
Null,Pend,MLS,No,11.43,9.96,,,David Thompson
 ,Always Kick,M L S,No,6.44,12.55,Downsizing,No,Sophia Williams
Cancelled,Cancelled,Broker,No,11.79,14.72,Investor Sale,No,Samantha Pierce
Offered,Kick,M L S,,6.83,12.94,Job Transfer,Yes,Jason Miller
Accepted Offer,Pend,Broker,Yes,8.74,14.06,Job Transfer,,David Thompson
Accepted Offer,Available,Broker,,8.47,6.08,Investor Sale,No,Michael Chen
New,Available,MLS,No,8.89,9.15,,Yes,Priya Sharma
Offered,Kick,Bulk,,8.37,14.74,,Yes,Samantha Pierce
New,Cancelled,MLS,,7.52,17.77,Investor Sale,,Jessica Lin
Accepted Offer,Close,Broker,No,4.35,13.9,Job Transfer,No,Sophia Williams
Cancelled,Kick,Broker,Yes,4.75,7.09,Investor Sale,,Luis Garcia
Reviewed,Kick,Bulk,No,5.64,9.41,,No,Priya Sharma
 ,Close,MLS,No,8.5,7.87,,,Luis Garcia
Cancelled,Cancelled,MLS,Yes,5.79,19.7,Investor Sale,No,Amit Kumar
Reviewed,Always Kick,Bulk,,10.97,16.79,Investor Sale,Yes,Sophia Williams
Accepted Offer, ,Opendoor,,4.63,8.51,Job Transfer,,Samantha Pierce
New,Closed,Broker,No,11.31,13.77,Job Transfer,Yes,Emily Patel
Null,Available,Auction.com,Yes,6.31,13.51,Downsizing,,Emily Patel
Accepted Offer,Available,Bulk,Yes,10.23,12.78,Downsizing,,Luis Garcia
Accepted Offer,Null,Internal,No,8.84,14.7,,Yes,Amit Kumar
Null,Always Kick,MLS,Yes,10.13,18.71,Investor Sale,No,Sophia Williams
Null,Always Kick,MLS,,10.14,6.93,Downsizing,Yes,Samantha Pierce
Closed,Cancelled,M L S,Yes,3.2,19.5,,Yes,Jessica Lin
Accepted Offer, ,Bulk,Yes,4.14,17.88,,No,Jessica Lin
Accepted Offer,Kick,Internal,No,8.92,15.68,Job Transfer,Yes,Amit Kumar
 ,Always Kick,MLS,Yes,4.8,11.23,Job Transfer,,Samantha Pierce
Null,Cancelled,Opendoor,,7.85,15.0,Job Transfer,No,Sophia Williams
Cancelled,Pending,Internal,No,7.95,14.3,,,Luis Garcia
Accepted Offer,Available,Bulk,,10.07,10.28,Investor Sale,No,Samantha Pierce
Null,Null,Internal,No,8.13,13.04,Job Transfer,No,Jessica Lin
Null,Closed,Auction.com,No,4.93,14.12,Job Transfer,Yes,Amit Kumar
Null,Closed,M L S,No,6.96,17.85,Investor Sale,No,Jessica Lin
Reviewed,Available,MLS,No,8.78,13.97,Downsizing,Yes,Sophia Williams
New,Close,Auction.com,No,5.28,14.92,Investor Sale,,Jessica Lin
 ,Always Kick,Auction.com,,10.34,14.27,Investor Sale,No,Amit Kumar
Reviewed,Pending,Broker,No,9.52,17.95,Job Transfer,No,Jessica Lin
Accepted Offer,Cancelled,Broker,No,6.19,17.13,Investor Sale,No,David Thompson
Closed,Close,Broker,,4.93,13.78,Job Transfer,,Priya Sharma
New,Cancelled,Broker,No,9.45,15.03,Downsizing,No,Michael Chen
Reviewed,Null,MLS,No,10.55,16.26,,Yes,Priya Sharma
New,Available,M L S,,8.69,5.41,Job Transfer,Yes,Amit Kumar
Cancelled,Null,Internal,,10.92,8.21,Investor Sale,No,Jason Miller
Closed,Pend,M L S,No,3.74,19.58,Downsizing,No,Amit Kumar
Reviewed,Closed,Opendoor,No,6.79,18.34,,,David Thompson
Accepted Offer,Null,MLS,No,6.52,7.0,,Yes,Luis Garcia
New,Pend,Broker,Yes,8.25,14.2,Job Transfer,No,Jason Miller
Reviewed,Pending,M L S,No,6.57,11.24,Investor Sale,Yes,Jason Miller
Null,Pending,MLS,,4.48,12.5,Downsizing,No,Jessica Lin
Accepted Offer,Always Kick,MLS,No,11.46,18.22,Downsizing,No,Priya Sharma
Closed,Null,MLS,No,7.17,15.13,Job Transfer,No,David Thompson
Accepted Offer,Closed,M L S,No,10.95,16.83,Downsizing,No,Amit Kumar
Offered, ,MLS,,4.86,8.66,Downsizing,Yes,Amit Kumar
Closed,Pend,M L S,No,10.74,12.16,,Yes,Jason Miller
Cancelled,Closed,Auction.com,Yes,9.08,13.82,,No,Amit Kumar
Offered,Closed,Bulk,,4.76,14.13,Investor Sale,,Michael Chen
Reviewed,Pending,Internal,,6.27,8.12,Downsizing,No,Luis Garcia
Null, ,MLS,,7.07,13.6,Downsizing,No,Luis Garcia
Accepted Offer,Pend,Broker,,6.46,13.62,Job Transfer,No,Amit Kumar
Reviewed,Pend,Auction.com,No,11.86,7.89,Job Transfer,No,David Thompson
 ,Closed,Opendoor,No,10.46,18.62,Investor Sale,No,Jason Miller
Accepted Offer, ,M L S,,3.97,18.12,Investor Sale,Yes,Jessica Lin
Null, ,MLS,No,3.04,15.47,Job Transfer,,Michael Chen
Reviewed,Pend,Opendoor,,3.71,7.55,Downsizing,,Jessica Lin
Null,Close,Opendoor,Yes,9.54,5.65,Job Transfer,,Emily Patel
 ,Null,Internal,No,7.47,9.66,Downsizing,,Samantha Pierce
New,Pending,Broker,No,7.41,17.27,Job Transfer,Yes,Sophia Williams
Cancelled, ,MLS,,8.7,9.07,Downsizing,,Jessica Lin
Null,Null,MLS,,10.19,8.57,,,David Thompson
Accepted Offer,Pending,Bulk,Yes,11.53,8.18,,No,Amit Kumar
Accepted Offer,Closed,Bulk,No,5.14,15.0,Investor Sale,Yes,David Thompson
Cancelled,Cancelled,M L S,Yes,9.27,9.83,Job Transfer,Yes,Samantha Pierce
Closed,Null,Opendoor,,8.64,10.04,,Yes,Luis Garcia
Closed,Closed,Internal,Yes,7.3,8.74,,No,Emily Patel
 ,Kick,Broker,Yes,7.17,11.91,,,Sophia Williams
Reviewed,Null,Opendoor,No,9.27,19.07,,No,Samantha Pierce
Cancelled,Pend,Auction.com,,5.34,17.7,Job Transfer,Yes,Jason Miller
Null,Null,MLS,Yes,6.32,13.55,,No,Sophia Williams
Reviewed,Closed,Bulk,No,9.28,17.77,Downsizing,No,Priya Sharma
Accepted Offer,Kick,MLS,,3.03,11.7,,Yes,Luis Garcia
Reviewed,Null,Broker,,4.6,9.81,Downsizing,Yes,Samantha Pierce
Offered,Null,M L S,,4.87,5.47,Job Transfer,,Samantha Pierce
Cancelled, ,Internal,,7.82,5.55,Downsizing,,David Thompson
Offered,Pending,Internal,,7.37,11.81,Investor Sale,,Priya Sharma
Offered,Always Kick,MLS,Yes,5.62,12.57,Investor Sale,No,Priya Sharma
Cancelled,Always Kick,MLS,Yes,9.51,5.57,Downsizing,No,Jessica Lin
 ,Pending,MLS,,3.69,8.5,Job Transfer,,David Thompson
Offered,Available,Internal,,3.63,12.57,Downsizing,Yes,Emily Patel
Reviewed,Closed,M L S,No,4.42,7.91,Investor Sale,Yes,Jason Miller
Reviewed,Close,Broker,,5.98,19.9,Downsizing,Yes,Michael Chen
Closed,Kick,Broker,Yes,7.81,5.7,Investor Sale,,Luis Garcia
Null,Null,Broker,Yes,7.26,15.86,,,Samantha Pierce
New,Available,MLS,,11.77,19.69,Investor Sale,,Sophia Williams
Null,Pend,Internal,,10.35,18.64,Downsizing,Yes,Amit Kumar
Closed,Always Kick,MLS,,11.19,9.14,Investor Sale,Yes,Luis Garcia
Null,Pending,Auction.com,Yes,10.56,5.33,,No,Sophia Williams
 ,Kick,Bulk,Yes,11.22,7.89,Investor Sale,Yes,Luis Garcia
 , ,Broker,,11.97,12.67,Job Transfer,No,Michael Chen
Offered,Closed,Internal,Yes,6.42,13.38,Downsizing,No,Jessica Lin
Reviewed,Close,Auction.com,,7.57,8.31,Job Transfer,No,Luis Garcia
 ,Cancelled,Auction.com,,5.18,11.19,,No,Jason Miller
Offered,Cancelled,Bulk,Yes,8.21,10.56,Job Transfer,,Luis Garcia
Accepted Offer,Cancelled,M L S,,10.11,6.69,Downsizing,Yes,Luis Garcia
Closed, ,Bulk,No,9.77,17.69,,,Luis Garcia
Offered, ,MLS,Yes,10.56,18.6,Investor Sale,,Emily Patel
New,Always Kick,Opendoor,Yes,4.99,8.76,,No,Emily Patel
Offered,Always Kick,MLS,,3.95,18.12,Downsizing,Yes,Amit Kumar
Cancelled, ,M L S,,5.74,18.31,Downsizing,,Luis Garcia
Offered,Always Kick,Internal,No,3.53,9.24,Job Transfer,Yes,Priya Sharma
Reviewed,Available,Auction.com,No,7.87,10.86,,,Luis Garcia
Closed,Cancelled,MLS,No,5.98,14.97,Investor Sale,Yes,Jason Miller
Reviewed,Close,M L S,Yes,5.41,11.52,Downsizing,No,Michael Chen
Reviewed,Cancelled,Internal,,10.86,7.89,Investor Sale,No,Luis Garcia
Reviewed,Closed,Bulk,No,7.41,8.51,Downsizing,Yes,Jessica Lin
 ,Close,M L S,No,7.22,10.08,Investor Sale,No,Priya Sharma
 ,Pend,Internal,,3.5,6.4,Downsizing,Yes,Michael Chen
 ,Pending,Broker,Yes,4.44,6.46,Investor Sale,No,Emily Patel
Null,Always Kick,Auction.com,No,11.8,6.62,Investor Sale,,Priya Sharma
Cancelled,Close,Internal,Yes,4.85,13.84,Downsizing,Yes,Jessica Lin
Null,Kick,Opendoor,No,8.51,8.76,,No,David Thompson
Offered, ,M L S,Yes,9.72,9.49,Job Transfer,No,Amit Kumar
Offered,Pend,MLS,Yes,10.18,6.03,Downsizing,,David Thompson
Offered,Null,MLS,Yes,6.26,10.87,Downsizing,,Jason Miller
New,Pend,Auction.com,,11.04,18.35,Investor Sale,No,Jessica Lin
Cancelled,Closed,Opendoor,Yes,4.46,6.07,Downsizing,Yes,Jason Miller
Offered,Null,Auction.com,,11.71,12.84,Investor Sale,,Luis Garcia
Offered,Pending,Internal,Yes,5.93,15.42,Investor Sale,Yes,Priya Sharma
Accepted Offer,Close,M L S,,6.81,6.07,Job Transfer,,Jason Miller
Reviewed,Pend,Internal,Yes,11.06,5.87,Downsizing,,Emily Patel
Reviewed,Always Kick,Internal,,5.06,15.11,,No,Sophia Williams
Null,Pend,Bulk,Yes,6.75,17.7,,Yes,Samantha Pierce
Closed,Cancelled,Opendoor,No,6.36,12.64,Investor Sale,Yes,Sophia Williams
Cancelled,Pending,MLS,,3.4,6.03,Job Transfer,,Samantha Pierce
Closed,Close,Opendoor,Yes,9.49,8.68,Downsizing,No,Sophia Williams
Offered,Always Kick,Opendoor,Yes,4.77,9.37,,No,Michael Chen
Offered,Available,Internal,Yes,8.13,5.18,Investor Sale,No,Priya Sharma
Null,Available,Internal,Yes,8.3,10.3,Job Transfer,No,Samantha Pierce
Cancelled,Pending,Opendoor,Yes,6.94,17.43,Downsizing,,Jason Miller
Null,Always Kick,Auction.com,,8.66,11.89,Downsizing,No,Jessica Lin
Accepted Offer,Pending,MLS,Yes,7.04,19.91,Job Transfer,Yes,Samantha Pierce
New,Close,Broker,No,4.62,16.12,Downsizing,No,Priya Sharma
Offered, ,MLS,,6.29,10.06,Downsizing,Yes,Samantha Pierce
Closed,Close,Bulk,Yes,3.32,6.99,Job Transfer,No,Priya Sharma
Offered,Cancelled,Internal,,7.0,6.61,Downsizing,Yes,Sophia Williams
New,Kick,Bulk,No,10.49,12.28,Investor Sale,No,Jessica Lin
Closed,Pending,Auction.com,,9.71,16.86,Job Transfer,No,David Thompson
Reviewed,Cancelled,Auction.com,,7.64,8.49,Downsizing,,David Thompson
Null,Available,Auction.com,,3.28,9.05,Job Transfer,,Jason Miller
Closed,Kick,MLS,No,3.6,15.82,Job Transfer,,Jason Miller
Cancelled,Pending,Auction.com,Yes,12.0,6.65,,No,Michael Chen
Reviewed,Close,Opendoor,,5.08,7.86,,,Priya Sharma
Closed,Pending,Broker,No,5.98,6.59,Downsizing,,Amit Kumar
 , ,Internal,Yes,11.59,6.53,Downsizing,Yes,Priya Sharma
Reviewed,Closed,M L S,,3.98,10.94,,Yes,Emily Patel
New, ,Auction.com,,3.29,6.59,,Yes,David Thompson
Null,Available,Internal,No,10.43,6.21,,,Jessica Lin
Offered, ,MLS,No,5.14,9.04,Downsizing,Yes,Amit Kumar
New, ,M L S,Yes,3.42,17.13,Investor Sale,No,Luis Garcia
Offered,Cancelled,Bulk,No,11.54,17.22,,Yes,Jason Miller
New,Available,MLS,No,4.18,11.34,,,Jason Miller
Accepted Offer,Close,Auction.com,,4.01,12.52,,No,Amit Kumar
Null,Null,Internal,,11.33,5.02,Investor Sale,No,Michael Chen
Offered,Kick,Bulk,Yes,9.04,10.31,Downsizing,No,Samantha Pierce
Closed,Pend,Broker,Yes,7.69,7.67,Job Transfer,No,David Thompson
Closed,Null,Opendoor,,5.64,6.94,Investor Sale,No,Samantha Pierce
Reviewed,Pending,Bulk,,4.72,8.48,,No,Jessica Lin
Offered,Kick,MLS,Yes,10.72,19.08,Job Transfer,Yes,Michael Chen
Null,Pending,Bulk,No,6.79,11.19,Downsizing,Yes,Amit Kumar
Accepted Offer,Pend,Opendoor,,3.76,5.86,Job Transfer,,Jessica Lin
Accepted Offer,Closed,MLS,Yes,5.27,9.07,Downsizing,Yes,David Thompson
Accepted Offer, ,M L S,Yes,9.12,13.8,Job Transfer,,Amit Kumar
Accepted Offer,Always Kick,Internal,No,3.35,8.59,,,Emily Patel
Offered, ,M L S,Yes,3.04,13.6,Job Transfer,Yes,Samantha Pierce
Closed,Kick,MLS,No,11.97,17.68,Investor Sale,,Emily Patel
Accepted Offer,Cancelled,MLS,Yes,8.67,17.39,,No,Sophia Williams
Closed,Pend,Bulk,No,4.65,10.22,Investor Sale,No,Amit Kumar
 ,Available,Bulk,Yes,11.0,19.85,Job Transfer,Yes,Sophia Williams
New,Always Kick,MLS,No,11.34,16.02,,,Samantha Pierce
Accepted Offer,Pend,MLS,No,9.09,11.23,,,Emily Patel
Accepted Offer,Kick,M L S,No,6.91,18.45,Job Transfer,No,Luis Garcia
Closed,Kick,Auction.com,,4.63,19.4,,No,David Thompson
Reviewed,Cancelled,MLS,Yes,11.4,11.78,Downsizing,,Luis Garcia
Closed,Available,Bulk,,8.87,12.78,Investor Sale,No,Jessica Lin
Offered, ,M L S,,10.01,13.57,Investor Sale,,Amit Kumar
New,Null,Bulk,No,9.44,6.04,Downsizing,No,Sophia Williams
New,Pend,Bulk,No,7.57,10.77,,No,Samantha Pierce
Reviewed,Close,MLS,No,10.31,12.75,Investor Sale,,Priya Sharma
 ,Null,Opendoor,,3.67,10.61,,No,Samantha Pierce
Cancelled,Null,Opendoor,No,9.38,12.0,Job Transfer,,Michael Chen
Null,Kick,Bulk,No,11.61,6.26,,No,Priya Sharma
Closed,Pend,Internal,,5.8,12.76,Investor Sale,No,Michael Chen
Offered,Closed,Bulk,Yes,9.18,11.53,Downsizing,,Michael Chen
 , ,MLS,Yes,5.15,17.41,Job Transfer,,Luis Garcia
Cancelled, ,Broker,,4.71,7.37,,No,Jason Miller
Closed,Available,MLS,Yes,5.33,11.02,Investor Sale,No,Samantha Pierce
Closed,Close,Broker,,7.62,11.46,Downsizing,,Samantha Pierce
Cancelled,Kick,MLS,Yes,3.93,13.03,,Yes,Priya Sharma
Closed,Available,Broker,,10.9,14.91,Downsizing,Yes,Michael Chen
Null,Null,MLS,No,10.03,7.56,,No,Priya Sharma
Null,Available,Bulk,Yes,7.34,8.3,Downsizing,Yes,Michael Chen
Reviewed,Pending,MLS,Yes,4.74,10.87,Downsizing,,Priya Sharma
Reviewed,Pending,Bulk,No,9.39,9.63,Job Transfer,,Priya Sharma
Null,Kick,Opendoor,,6.51,11.78,Investor Sale,,Jessica Lin
New,Null,Broker,No,9.31,14.11,,Yes,Samantha Pierce
Reviewed,Pend,MLS,No,3.38,18.61,Downsizing,Yes,Emily Patel
 ,Pending,Broker,Yes,8.93,7.37,Investor Sale,,Sophia Williams
Reviewed,Cancelled,Opendoor,No,4.11,5.8,Downsizing,Yes,Jessica Lin
Cancelled,Available,MLS,,3.67,10.66,Investor Sale,No,Michael Chen
Null,Available,Opendoor,Yes,11.94,11.98,Job Transfer,,Michael Chen
Accepted Offer,Pend,MLS,Yes,5.55,17.35,Investor Sale,No,Sophia Williams
Null,Pending,MLS,No,5.91,7.87,Downsizing,No,Michael Chen
 ,Pend,MLS,,3.79,14.69,Investor Sale,Yes,Samantha Pierce
New,Pend,MLS,Yes,5.54,5.06,Job Transfer,,David Thompson
New,Null,MLS,Yes,4.1,7.59,,,Jason Miller
Reviewed,Cancelled,Internal,,11.5,15.1,,,Priya Sharma
 ,Null,MLS,,11.12,18.46,,Yes,Priya Sharma
Null,Null,MLS,No,4.93,14.49,,,Luis Garcia
Null,Always Kick,Opendoor,No,6.72,7.64,Job Transfer,No,Sophia Williams
Accepted Offer,Kick,Bulk,No,5.41,12.67,,Yes,David Thompson
Closed,Pend,Internal,,4.24,11.88,Investor Sale,No,Jason Miller
New,Null,Auction.com,Yes,9.17,7.88,Investor Sale,No,Emily Patel
Closed,Closed,Opendoor,,10.71,6.14,,Yes,Jessica Lin
Cancelled,Pend,M L S,,4.64,15.66,Downsizing,,Jessica Lin
Offered,Closed,Internal,Yes,7.3,13.97,Downsizing,,Luis Garcia
New,Pending,Auction.com,,6.41,5.18,Downsizing,No,Samantha Pierce
New,Closed,Auction.com,,8.3,15.34,Downsizing,No,David Thompson
Null,Always Kick,Internal,Yes,8.1,8.11,Job Transfer,,Sophia Williams
Null,Always Kick,Opendoor,,6.81,13.05,Downsizing,No,Jessica Lin
Closed, ,Auction.com,,6.85,7.01,Downsizing,Yes,Jason Miller
Offered,Closed,MLS,No,6.58,16.05,Job Transfer,,Jessica Lin
Closed,Null,Broker,Yes,10.83,19.76,Job Transfer,No,Emily Patel
Null,Kick,Auction.com,Yes,5.9,8.8,Investor Sale,Yes,Jessica Lin
Reviewed,Pend,Bulk,,5.85,17.29,Investor Sale,,David Thompson
Offered,Pending,MLS,Yes,10.39,15.52,,,Priya Sharma
Offered,Kick,MLS,No,4.7,17.46,Downsizing,,Sophia Williams
 , ,Broker,,10.12,12.27,Downsizing,,Luis Garcia
New,Pend,Broker,,3.98,11.12,Downsizing,No,Amit Kumar
Cancelled,Kick,Bulk,No,3.29,18.72,Downsizing,Yes,Michael Chen
Cancelled, ,Auction.com,No,7.14,6.35,Investor Sale,,Jessica Lin
Accepted Offer,Closed,M L S,,8.17,11.41,Job Transfer,,Jason Miller
Null,Kick,Auction.com,No,5.7,15.47,,Yes,Michael Chen
Offered,Kick,M L S,No,8.99,19.19,,,Sophia Williams
New,Cancelled,Auction.com,Yes,6.81,5.06,Downsizing,Yes,Jessica Lin
Accepted Offer,Pend,Internal,No,6.0,16.25,,Yes,Michael Chen
Null, ,Bulk,Yes,9.11,19.73,Investor Sale,,Samantha Pierce
Null,Kick,Broker,Yes,6.63,11.42,Downsizing,,Priya Sharma
Null,Cancelled,Internal,Yes,8.37,18.3,,Yes,Luis Garcia
Accepted Offer,Always Kick,Internal,,5.89,12.29,Downsizing,Yes,Jessica Lin
Cancelled,Pend,MLS,,7.71,11.13,,Yes,Michael Chen
Offered, ,Internal,Yes,7.58,17.27,Investor Sale,No,Sophia Williams
Cancelled,Kick,Auction.com,Yes,4.95,14.49,Job Transfer,No,Emily Patel
New,Close,Bulk,,5.89,11.43,,Yes,David Thompson
Cancelled,Null,Auction.com,No,10.93,11.92,Downsizing,No,Jessica Lin
Offered,Kick,M L S,Yes,10.32,15.85,Job Transfer,Yes,Luis Garcia
New,Null,Internal,No,7.99,18.56,Job Transfer,,David Thompson
Closed,Close,Auction.com,,7.75,15.09,Investor Sale,No,Luis Garcia
Null,Closed,Opendoor,No,10.73,5.75,Downsizing,Yes,Emily Patel
Offered,Null,MLS,No,9.73,13.71,,,Emily Patel
New,Available,Auction.com,,5.79,14.07,Job Transfer,Yes,Priya Sharma
New,Close,Broker,,5.01,16.58,Investor Sale,No,Michael Chen
Accepted Offer, ,Bulk,No,11.38,9.3,,Yes,Jason Miller
New,Available,Broker,,3.16,8.69,Downsizing,Yes,David Thompson
New,Kick,M L S,Yes,4.91,6.12,Investor Sale,,Amit Kumar
Reviewed,Kick,Bulk,No,9.84,13.79,,Yes,Michael Chen
Offered,Closed,MLS,Yes,10.54,7.82,Downsizing,Yes,Luis Garcia
Reviewed,Pending,Opendoor,No,5.51,11.05,Downsizing,,Luis Garcia
Accepted Offer,Cancelled,Opendoor,No,8.27,8.34,Downsizing,No,David Thompson
Cancelled,Close,Auction.com,,3.2,16.13,Downsizing,Yes,Jason Miller
Offered,Kick,MLS,,4.49,9.08,,,Jason Miller
Cancelled,Cancelled,Auction.com,,11.84,7.05,,,David Thompson
 ,Available,Internal,,3.61,5.54,Job Transfer,Yes,Luis Garcia
Cancelled,Pending,Broker,No,8.21,11.44,Investor Sale,Yes,Amit Kumar
 ,Pend,M L S,No,7.46,19.38,Investor Sale,No,Amit Kumar
Offered,Kick,Bulk,,3.45,9.0,Downsizing,Yes,David Thompson
Closed, ,Bulk,No,10.44,5.3,Downsizing,No,Jessica Lin
New,Close,Auction.com,No,5.22,10.58,Investor Sale,,Samantha Pierce
New,Always Kick,Broker,Yes,6.86,6.4,Job Transfer,,Priya Sharma
 ,Null,MLS,No,3.26,16.57,Job Transfer,Yes,Emily Patel
New,Pending,M L S,Yes,3.59,5.75,Downsizing,,Sophia Williams
Closed, ,Bulk,Yes,8.22,16.8,,,Luis Garcia
New,Cancelled,Bulk,,9.91,6.89,Job Transfer,,Emily Patel
Cancelled,Pend,M L S,Yes,5.9,16.03,Downsizing,Yes,Samantha Pierce
Offered,Available,Auction.com,No,10.77,14.74,Investor Sale,Yes,Luis Garcia
New,Closed,MLS,No,6.83,19.28,Downsizing,Yes,Samantha Pierce
Cancelled,Available,Auction.com,,11.18,13.02,Job Transfer,,Sophia Williams
Offered,Null,Auction.com,No,10.43,8.08,,Yes,Samantha Pierce
Accepted Offer,Available,M L S,No,5.71,19.69,,,Emily Patel
Accepted Offer, ,Auction.com,,4.45,14.9,Investor Sale,No,Priya Sharma
Accepted Offer, ,Opendoor,,6.67,15.88,Investor Sale,,Jessica Lin
 , ,MLS,Yes,10.95,13.46,Downsizing,Yes,Amit Kumar
Cancelled,Available,MLS,Yes,10.16,14.92,,No,Sophia Williams
Offered,Kick,Bulk,Yes,6.19,19.85,Job Transfer,,Emily Patel
Cancelled,Null,M L S,Yes,9.67,6.55,,No,Samantha Pierce
Cancelled,Kick,Broker,Yes,11.58,7.2,Investor Sale,No,Jason Miller
Cancelled,Pending,Broker,No,10.76,9.65,Job Transfer,No,Jason Miller
Offered,Null,MLS,,10.18,14.32,,Yes,Luis Garcia
Cancelled,Null,Broker,No,11.26,7.19,Job Transfer,No,Priya Sharma
Accepted Offer,Null,MLS,,10.32,9.07,Job Transfer,,Jessica Lin
Accepted Offer,Cancelled,Opendoor,Yes,3.75,8.87,Downsizing,,Luis Garcia
Reviewed,Always Kick,Opendoor,Yes,7.76,11.47,Investor Sale,,Priya Sharma
Null,Always Kick,Internal,No,5.67,17.98,Job Transfer,Yes,Priya Sharma
Cancelled,Pend,Opendoor,,3.0,18.76,Investor Sale,No,Jason Miller
Accepted Offer,Null,MLS,,6.12,16.21,Investor Sale,No,Michael Chen
Reviewed,Closed,Opendoor,,10.18,7.64,Investor Sale,Yes,Luis Garcia
Offered,Pending,MLS,Yes,9.18,17.49,,No,Emily Patel
Null,Null,M L S,No,9.89,9.54,Downsizing,No,Samantha Pierce
Closed,Closed,Auction.com,Yes,6.07,8.86,Downsizing,,Michael Chen
Cancelled,Cancelled,Internal,No,3.33,10.28,Investor Sale,No,Emily Patel
Offered,Pending,Bulk,Yes,5.98,18.91,Investor Sale,Yes,David Thompson
Cancelled,Cancelled,Broker,Yes,6.36,19.63,Downsizing,No,Sophia Williams
Null,Closed,MLS,,7.71,7.63,Job Transfer,No,Michael Chen
Offered,Null,M L S,Yes,9.11,15.43,Downsizing,No,Samantha Pierce
 ,Cancelled,Opendoor,Yes,5.05,11.9,Job Transfer,,Sophia Williams
 ,Kick,Internal,,9.71,14.75,Investor Sale,No,David Thompson
Offered,Closed,Opendoor,,6.34,6.53,Job Transfer,Yes,Jessica Lin
New,Closed,Broker,,6.05,9.65,Investor Sale,,Sophia Williams
 ,Closed,MLS,No,8.05,17.54,,,Jason Miller
New,Pend,Auction.com,,11.08,19.57,Downsizing,Yes,Jason Miller
Reviewed,Always Kick,M L S,No,11.61,7.53,Job Transfer,,Amit Kumar
Null,Pending,Auction.com,Yes,11.19,10.35,Investor Sale,No,David Thompson
Offered,Pending,Opendoor,,11.96,7.29,Downsizing,Yes,Sophia Williams
New,Kick,Auction.com,No,11.2,11.12,Job Transfer,Yes,Luis Garcia
Offered,Close,Opendoor,,11.49,18.75,Job Transfer,,Jessica Lin
