Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,Redfin_Value
1332,274400,190387,480060,3416,1179,1751,2754,509619
3404,363694,296494,478382,1350,3616,1617,2114,570465
3360,213308,349785,431146,1841,2511,1245,1894,280494
3102,95097,305478,322361,3076,3055,1803,1252,417743
3267,454644,449934,404258,2999,3235,919,1710,598074
1946,411655,477434,444316,3227,1187,1266,2509,227681
2322,106562,416903,300240,1466,972,1739,2582,523380
2290,174211,162442,172915,2276,2849,1235,2216,517280
1540,124305,228635,419632,2978,3032,934,2924,468476
2553,280241,373079,236749,2873,1361,947,1936,322846
3362,225387,121240,152757,1707,3401,1428,1686,418360
3056,456157,368484,112717,2108,3933,1911,1597,273214
1684,354458,253912,514707,1918,1070,1248,2818,243143
1066,420046,266867,252921,2407,3720,1244,1193,131599
2690,469426,99633,378430,907,2362,1984,2139,544726
854,110901,201891,325093,901,3461,1447,2191,455095
3154,124817,210612,522642,1676,3549,1948,2071,295587
1854,403271,256318,310589,1771,3750,1929,1629,336311
959,202340,255758,352503,2862,1528,1160,1157,499366
3491,296916,356563,505960,2270,3889,1155,2189,354928
2371,468918,366776,594762,1455,1680,1633,2056,417039
2290,398898,539954,134424,1287,3342,1704,3282,474186
1877,342556,286657,427388,3423,3946,885,2797,493817
1146,202093,383124,371391,1549,2045,903,3236,337469
3069,143787,349620,207605,3043,1290,1355,3237,501799
2500,383457,231462,418334,2652,1776,1462,3061,190853
2436,350350,351929,474066,918,1375,974,1434,454652
2916,280339,348038,165739,2602,2265,866,2812,101635
2934,414666,368883,555733,1512,3008,1876,3092,480557
1519,207413,170393,351430,1683,1323,1483,2143,401273
906,411934,536870,384702,1963,2762,1197,1101,297421
1265,144566,206896,183930,2899,3734,1750,2900,418641
2023,328560,368255,149030,1936,3340,1269,3180,367977
1173,121538,405793,413731,2713,3615,1685,1642,103409
2692,447783,127152,340899,946,3909,959,1713,443473
2665,222049,153754,200993,2720,1143,1148,1135,161096
1865,235542,119798,95721,2009,2057,1693,2770,400445
2377,115556,311477,548210,1636,3107,1021,2305,196296
1566,147122,319663,534778,3260,2964,821,2432,552574
966,100450,244121,316769,2903,1186,1390,2938,423439
2546,380769,548087,480570,3122,1413,1699,1573,379550
808,120762,121789,354980,1235,1423,1244,3429,591739
977,267947,401365,509209,1524,3249,1019,3472,526823
3169,447476,369536,157049,1111,1332,1648,1524,217790
3159,342887,407981,560737,2446,1013,1031,2649,459699
1302,394202,308047,500443,3101,1602,740,2481,504246
1085,169653,474105,100450,1996,3787,1705,2032,184848
1512,203693,166507,107855,2485,3789,1880,3472,176687
1660,208208,216272,594885,937,1084,1252,3043,166311
3139,192098,506169,123520,3107,1019,1578,2631,386281
2271,272569,152944,352415,1555,1982,1345,3475,448803
3209,215559,549236,570777,3326,3184,1293,2261,526375
3237,416556,307899,442248,1728,1711,976,3449,217130
2467,463992,422047,253970,1554,3166,818,1229,549514
2605,399577,202426,156283,2728,3099,1423,2699,271944
2409,202506,464358,409622,1681,2493,1337,2775,265101
1005,245215,276472,119885,1226,3381,1840,1185,273702
2787,453203,355986,228448,1067,2502,873,3108,141523
1978,438030,190158,265966,2622,3801,1068,3136,103753
3307,102296,164872,286667,2347,1053,1567,1845,406694
1337,194593,378522,558875,2846,2412,1513,1940,564467
1225,194025,96676,300667,968,1302,1432,2241,321959
2838,100192,101775,360576,1779,3983,1108,2558,376759
1709,257565,124437,470665,1302,2398,1742,2362,402866
1357,112314,541167,409878,2364,1143,1066,1347,192593
1718,373994,545183,195663,3419,3492,1554,2624,495429
2275,114518,303426,574809,3384,3298,828,1846,177239
1926,99668,509376,547736,988,1331,1297,2588,572795
1352,101198,473208,463343,2924,2836,1197,2446,172589
1775,454435,467891,571063,2408,3176,1123,1990,422543
1172,344600,343972,571520,1273,3466,1844,3439,174233
1690,92363,476295,176977,3132,1368,1063,2964,195370
1834,377035,154002,414913,3307,1723,952,3142,129069
1498,113815,355682,302674,1511,3196,720,3288,264253
2852,351425,522365,531531,2272,2890,911,1457,173333
3258,225746,400164,459060,3487,1131,1950,3303,385029
2288,339832,244318,443033,1590,3851,768,3094,327647
1324,295097,194817,221160,1129,3070,1818,1122,261552
1396,113981,365707,128845,1157,1297,1696,2043,591661
2969,302117,91854,368136,1577,2532,1908,1787,587246
3388,252838,153004,545653,1856,3627,1480,2488,545872
1514,491694,188008,398956,3016,1020,1795,2526,524943
1196,474191,359898,532900,1796,1729,1241,2075,226194
903,232716,161140,348979,1431,3789,1100,2384,178097
3295,402866,387014,544281,1787,2946,1356,2321,396431
1697,489518,507024,217146,2271,1823,1543,2554,487172
1669,108264,411818,492813,2910,1408,1722,3460,566045
1330,207209,459999,290587,1665,2289,706,2371,292055
1545,323778,130092,332732,2658,3136,1717,2210,226152
949,212210,190227,189020,3389,3632,997,2420,104036
3106,308512,451024,549145,2316,1180,1627,1660,184175
2803,253984,315680,465984,3336,2862,1560,3023,334574
3443,276362,209869,366811,1815,1418,1660,2885,508476
1789,280727,346258,198093,3462,1857,1005,1149,464514
1374,359522,408716,347327,1686,3233,1549,2725,372404
1599,124226,199744,196943,2712,3006,885,2804,400690
863,301826,229667,431934,1786,1142,1687,2293,479006
2457,265264,283136,198180,1578,1569,1785,1271,556411
2485,441447,420311,210448,2561,983,1545,3050,280934
2380,163778,266351,418046,3140,1854,1228,2497,529247
3387,368281,314555,461053,1474,1963,742,1747,470869
1114,267782,247657,508030,1694,1871,799,2794,171341
2036,357975,514260,520913,1975,2086,1379,1731,194817
2558,472419,202993,591358,3236,2987,1810,3356,247859
3132,304941,113987,542307,3063,2769,1031,2706,469172
1302,411578,250868,449771,1724,2779,1293,1309,594989
1860,415883,536077,522041,3205,2723,1854,1270,329340
2651,165195,362985,102660,1495,3477,1508,3081,111011
3438,126400,137694,425226,1299,3199,1332,2134,439225
2945,247687,329306,415691,1522,2503,1989,2256,565260
2356,325983,294200,236626,2841,3987,1280,3208,414639
1549,257213,484679,157409,2152,2510,1197,2423,412065
2689,255233,322891,569927,2463,1608,1600,1922,92391
1720,171462,101592,398074,1950,3858,906,2278,219695
829,470088,519188,595182,3393,2830,1525,2803,180304
1186,372262,394129,303156,2960,3864,1750,1192,247497
1170,427168,523831,517545,979,2095,1024,1890,369413
3469,362815,358157,215767,2620,3353,764,1800,181263
927,364596,115312,467527,2645,1401,1414,3331,399795
2817,176156,466261,328218,3337,3262,1923,1966,477350
2027,358236,254385,378172,1518,3774,1949,1141,509805
2504,331985,295881,128786,2905,1835,1652,3340,100526
2852,359019,505988,403836,1312,3060,1705,2011,409101
3042,92836,464097,429268,1922,1450,1160,2201,310694
2621,429189,274114,224160,2094,1516,1723,2072,286573
1163,176109,282209,346032,2702,2644,858,3483,219320
1842,388187,95329,402704,2914,2141,1862,2479,492334
1831,201129,321625,262023,3281,2332,1945,2243,269102
1675,331513,362331,429865,2187,3107,1901,2164,371949
1820,319528,256029,427290,3238,2079,1856,1744,580926
1231,143898,141778,246884,2499,2190,1310,3023,556743
2523,435563,292142,433433,1844,2354,1786,3195,459164
3363,449171,537724,523931,2674,1095,1671,1236,138496
1737,491740,335194,403893,2462,3420,1609,3012,91315
2598,287711,543164,223633,3301,2623,1443,1901,264720
845,338488,380701,445775,3095,3875,1664,2935,476167
1865,368193,434691,287684,2942,1728,1437,3290,472197
2164,184176,440895,411345,1768,1646,1503,1481,103895
1175,121351,188359,165927,1122,3755,935,2608,153098
1852,416183,115828,292745,2801,1478,1783,2675,215846
2699,367736,386096,156665,1579,3214,1469,2781,469721
2383,312750,179767,192376,2741,1726,2000,3166,187429
2801,239248,298750,436515,3100,3109,1002,2082,171664
2400,183787,298724,343586,3204,3609,943,2595,457718
1700,242511,468201,287370,1350,1388,1840,1310,105857
2593,458045,519753,324148,2627,2218,1533,1363,545209
935,314300,411072,467420,1500,3975,1293,2988,268582
1195,243896,237903,458784,1311,1952,1444,2066,137217
3473,362546,269913,104198,2374,1020,1596,1424,97558
3202,425319,234258,515682,1390,2836,1612,1335,501875
3350,129892,454001,536758,2768,3740,1441,1268,392325
1116,453952,260683,412677,1363,1141,953,1174,253369
1691,349027,478138,303748,2023,1848,833,3197,306393
3141,151260,548970,492060,1565,1720,715,3284,540958
1343,276716,418233,132132,3068,1151,1009,2177,435454
2482,199478,472258,170414,1061,1253,1897,2473,408749
2048,406230,337225,148896,3135,3178,723,1625,376902
2409,436781,549568,455279,1094,1069,1908,2310,519427
1707,305103,460986,209704,3344,2656,1521,2932,430937
1842,265992,405232,313817,3320,3769,768,2301,432989
3322,224961,192592,107628,1456,2217,1130,2255,196176
2430,442394,244657,443658,1964,2133,1172,3072,276502
2197,221549,167421,301335,1009,3240,1303,1294,270610
3353,470300,336785,537878,1421,1149,1279,3124,109880
2447,463472,487630,121850,3070,1056,802,3478,547228
879,455230,545421,384687,2854,1388,1878,2396,297875
1951,420740,408215,265253,2032,2853,1700,2055,214723
2511,194002,260127,541226,1740,3264,1395,1232,315713
1896,478431,531608,299569,1449,3982,837,1215,299692
1780,478794,484574,432573,2977,2615,1394,2686,142550
2681,90069,531889,443928,2004,2431,1450,1258,196735
3408,221401,109587,164301,3301,1033,1108,2951,146086
2398,339311,385904,142890,3048,3375,1189,2290,160724
2568,186902,520831,483992,2160,2602,1127,2011,527296
1780,148523,289848,126389,3465,3742,1619,2122,326096
3033,480330,381826,398912,2037,2169,1975,2247,269152
2503,200966,214415,501561,1339,2664,750,1387,587197
3151,183041,135631,436652,2986,1753,916,2423,327519
1074,439594,136198,329872,2061,2019,1921,2946,433589
2947,418503,523807,494594,3443,1104,1154,2792,252888
3265,226555,403584,501796,3370,1058,861,2818,365634
3498,407532,349252,410042,1712,3753,1518,3472,524800
1871,418769,112115,429172,3009,2195,1671,1956,560750
1323,215279,416222,566910,3091,2450,1548,1122,539196
2061,342326,225721,505931,1099,2973,1101,1506,496091
1253,435551,357993,155059,2702,1545,1916,1409,327284
2085,242623,114168,134340,3164,1056,1704,1778,208607
1871,333871,130690,134244,2523,2536,1652,2218,419715
2437,211017,101535,538836,3459,3955,1418,2163,261264
916,223803,91414,259691,2512,2871,1681,3069,219121
1240,177449,541331,294716,3152,1209,1901,2204,417972
2503,317280,491974,205617,2014,2307,1915,3198,359437
1132,206782,486567,333579,1734,2262,1369,2478,463177
3378,186130,112973,586498,1957,3680,1800,2911,541211
1313,436483,304461,443887,3485,3797,1925,2457,297038
2921,410376,373691,402120,3488,3825,849,2779,103159
3319,179516,534581,419732,2837,2535,1670,3269,339221
2306,214287,346987,299880,2132,2921,1127,1668,201587
2326,346042,154761,551907,2782,3814,1033,3296,373685
2726,245019,282356,383091,2285,3662,1385,3130,174857
1784,305646,308965,409263,2118,3906,1927,2655,438088
3331,233809,277908,567342,3057,2129,1415,3486,188511
1527,441459,376888,307625,1180,3131,1476,3092,104296
2318,311474,371725,280706,2079,2017,738,2759,391976
2791,181667,469508,153716,2695,1570,1809,1902,454948
1048,268603,200206,182711,1161,2926,1967,1308,214542
2848,443633,126363,533434,3244,3823,1417,3435,594168
3120,396313,275549,548695,1766,3493,1163,3346,547980
1290,276536,332480,508741,1335,1979,1592,1664,354642
1807,460754,472236,553267,1781,3512,1388,1815,164433
1559,328474,142387,501054,2200,2470,1173,1733,283999
3027,450347,237283,144275,3146,1226,1078,2977,256951
1283,426335,238301,350436,3244,3373,1150,1312,142056
2393,385177,226141,439097,1900,3891,1495,2251,353196
1661,311535,362770,112197,3375,1821,922,2787,204831
3139,453549,473174,404772,3097,3511,744,2989,224224
2857,294692,329644,157973,3134,2500,1467,1960,348342
2200,350053,488839,181231,2100,2720,1642,1600,484462
2353,431396,212744,495518,2145,1539,861,2474,542251
1648,445457,295496,290597,1165,3915,827,2904,293000
3040,347288,341788,306801,2486,2148,1328,1278,149053
1583,323023,104699,311263,926,2388,720,1566,340036
3369,351515,317248,473794,2846,3709,1869,1340,267948
2337,160103,196182,507074,3337,1823,840,2864,306896
2650,146205,403958,96084,2436,1387,1591,3119,432141
3485,100301,234468,485610,3387,2729,1668,1129,283668
1452,384998,190033,459196,2858,1702,1391,2777,505029
2869,155461,501118,561895,2659,3354,1611,1481,350109
818,254845,479305,322739,961,2221,1130,3362,568134
1440,358695,489160,470785,2808,3090,1305,2238,127420
1834,146204,467627,559813,1810,1938,1488,1273,113542
1232,129547,244255,269876,1707,2714,1784,2188,251152
811,146520,151172,570455,1745,1860,1137,2679,336308
1375,191410,376215,563752,2024,1227,1762,2886,227160
1287,394227,394717,572868,3419,933,1636,3081,240896
3110,298113,178163,533277,2132,3571,1823,1942,107040
1307,311222,139726,346837,2801,2625,1302,1443,108394
1893,159839,484359,469542,1107,2021,1235,2626,94931
3104,282284,129455,283174,3082,3342,1659,2788,504103
2892,417839,206945,286183,2186,2025,1359,3076,429018
2586,117455,301918,96512,2820,3195,1124,3415,482253
1364,204751,511323,279396,2912,1042,1201,3204,316232
3017,342468,133513,179274,2169,2196,1879,3329,315934
2008,433522,432024,456487,2406,3250,1221,2418,92210
1056,319524,304493,381204,2855,1332,994,3057,104022
3095,384908,502805,353895,2919,3109,1224,1975,277217
1874,345992,188727,385097,2985,1304,916,2377,572705
1147,97426,152673,239905,1029,2933,1341,1675,254758
1453,462415,172428,435171,948,1496,776,1515,194966
2052,368309,349169,240433,3264,2011,1759,1435,498678
3302,318636,438015,179764,1188,1575,926,2120,377048
1134,459340,288644,354983,2120,1817,954,3434,449229
3151,222466,140816,327101,2861,2459,1284,2119,552012
2364,407721,269519,183554,3406,3429,958,2136,473477
2671,143993,336335,119351,3455,1988,1061,2620,592248
3191,358592,499617,494848,1277,1944,1786,2388,293777
3413,108209,529157,495982,3208,3481,1492,1587,95429
2803,133766,184298,478021,1913,3651,840,2202,442740
1752,362797,371024,507441,3450,3888,1126,1805,117381
3245,274198,456805,208372,1705,3086,927,3213,138654
2641,132394,292855,503365,2970,3100,885,3255,566224
2771,264568,134436,204656,3043,2060,920,2812,219894
847,480367,276118,136888,2464,2425,835,2393,109469
3077,157961,193055,450342,1495,1779,1604,1689,537624
3292,303032,303543,184750,1214,1595,1991,1728,568964
3106,99000,505654,213320,3468,1710,1758,3118,532919
1610,322089,218010,478778,1569,1273,1378,3328,208192
1679,302479,546621,263793,1585,1390,1737,2742,380642
1736,495549,503767,331407,3178,3448,1750,1599,313411
1494,195683,352161,261914,1774,1072,1428,2201,301335
1310,222400,144440,214817,2991,2080,1449,1650,429750
3354,403081,324543,137050,2284,2675,1748,1251,207123
1559,194645,264593,543171,948,1554,1785,2350,402757
3190,111310,167592,548476,1064,1176,1502,2978,258925
2544,241155,334446,228528,1730,3863,1926,2676,334689
3097,281728,319316,535025,1287,1693,1042,2509,580552
2915,202995,265802,573948,1672,3113,1587,1881,247745
2969,454320,293340,98682,2922,1130,1302,1841,95332
2951,295896,398497,482134,3469,2356,1574,1853,232085
1799,163264,514597,118545,1651,978,1169,3339,244700
1787,225145,91055,279641,1750,2184,798,3432,102843
2434,302508,287932,590021,1686,1953,1977,3190,420168
1364,226843,294599,487882,3033,3357,1812,2486,541195
3288,164855,484237,121026,2897,2749,1657,3291,180881
3351,398655,299839,95688,3126,3209,833,2385,104313
1503,346387,440749,313812,2330,2116,923,2237,429391
2761,349164,192614,449407,970,2010,1585,3338,407969
3360,218042,417130,570761,1394,3697,827,2956,534988
886,344651,276574,149527,1393,2653,1805,1689,348477
2209,259731,544231,517962,1072,3954,1099,2465,322404
1602,217004,423892,375204,2922,1742,1377,1313,226843
2456,148570,355522,196130,2599,2960,1521,1492,562159
2497,159179,434809,464267,1306,2675,939,1565,240738
3150,242918,274198,537980,3157,1554,1889,1304,574392
1556,349391,362000,195850,2378,1690,1298,2770,567446
2665,404442,302147,252619,993,1959,1178,2145,415325
3080,390581,375980,586315,3194,3389,1003,1374,266186
2001,198253,303347,296472,1928,1431,1255,2531,544895
1109,268063,299717,156050,3148,3393,1617,2726,571583
1368,332019,150603,404118,2192,2851,1196,1127,554511
2029,144839,543799,357727,2381,1582,1190,1269,469608
1118,201865,153409,598169,1648,2839,1196,2877,547884
1885,456354,383691,155594,1112,3717,1356,2804,121724
2403,175080,201758,216682,2865,2722,1806,1835,164744
2517,345433,352650,482071,1817,2494,1518,1198,414757
2876,451342,541175,170940,1783,3873,1665,2169,455151
1718,449497,545880,390768,2856,2144,1012,3153,111456
2748,337928,461693,95661,2171,2914,1362,1684,313040
1554,430536,365132,467723,1994,3883,1246,3007,363761
1346,135306,395138,115767,2690,3328,1407,2911,179556
1257,123051,344596,136491,3499,2458,970,1686,234742
2041,391663,330162,317177,1894,2726,1612,3436,332005
1309,126615,519517,256295,2063,1706,1816,2055,365361
2041,190082,496803,189162,3432,3875,970,3075,352471
1896,108400,373562,413629,3335,2474,947,2263,579794
2138,310034,390849,142234,2525,2184,1190,2476,218563
864,302241,382706,410607,2697,3660,1498,1572,252029
2846,284577,222968,201851,2550,1073,1154,1433,292335
3086,306748,192695,425938,2981,1697,1473,2569,190874
1369,422567,483232,259259,2706,3088,850,2287,395937
2113,389574,371191,434263,1280,2929,779,2219,447553
3376,446848,497412,305596,3060,1123,1457,1214,320411
3308,324462,99027,295442,2556,1294,970,2832,350595
2916,469142,236560,562197,2812,1530,1853,2777,580709
2000,436012,230353,587983,1538,2813,1032,1805,243516
2139,190706,254655,132113,3427,2337,1062,2972,152186
1101,255314,508751,514152,971,1502,1426,1558,443036
1848,196299,431184,174853,3039,1614,1535,2723,255549
3156,118377,261786,482040,2063,2163,1800,3471,108261
2051,185848,163925,368360,1046,1756,1885,2193,248607
926,165169,536710,220838,1395,1947,1392,3161,187635
1393,330746,477695,404062,3478,2060,1773,2288,216832
3356,110103,505853,524883,1364,1836,1131,1200,469019
