Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag
86087,31601,1,0,1,,,0,,,1,0,1
90849,69434,0,,,1,1,0,,,1,,0
16207,38452,,1,1,,,1,1,,0,,
49220,18869,,,0,1,,1,1,,1,0,1
25272,52284,1,0,,1,,,0,,0,1,
92773,3449,,,0,,,,0,1,0,0,
27914,84878,,1,0,1,1,,1,0,0,,1
95096,78275,,,1,1,0,1,,1,0,,1
40371,95381,,,1,1,1,1,1,0,0,1,
73053,19039,,0,1,,1,0,0,1,1,1,
81973,27086,0,1,1,,,0,1,,0,0,
51677,98222,0,0,,0,,,0,,1,,0
3504,3617,1,1,,,1,0,0,1,1,,
17309,33953,,,,,0,,0,1,,,1
91223,65040,,0,,1,,1,0,1,0,,0
2999,63691,1,,1,1,0,,0,,,0,
39465,71950,0,,1,,0,1,1,0,0,1,1
45079,60702,,0,0,0,,,0,,,,
17722,16891,1,0,1,0,1,1,0,0,1,0,
15307,39410,,0,,0,1,0,,0,0,1,
66135,10609,,,,,1,0,,0,,,0
676,61501,1,1,,,1,1,,1,,0,
46217,71247,,1,0,,0,,,1,1,0,0
88604,28652,,1,0,,0,0,1,1,0,1,0
37357,78012,,1,0,,,,,1,,,0
12496,61,0,0,1,1,0,1,0,,,1,
7867,13671,,,0,,0,1,,1,,0,
13710,45449,,1,0,,,,,,1,1,1
89573,69513,1,0,,1,1,,1,,1,0,0
18246,35092,,0,,0,1,,0,0,0,,
25984,76241,1,,1,1,,,0,0,0,0,
61904,72576,0,1,0,,0,1,,,0,1,1
3467,3868,1,,,1,1,1,,0,0,0,1
3131,46181,1,,,,1,1,1,,1,1,1
44427,15584,1,,0,,1,,1,0,,0,1
66749,62528,0,0,,1,0,1,0,0,0,,1
78779,91918,,0,1,0,,1,,1,,1,1
20745,70579,,1,,0,,1,,0,1,1,0
86098,28089,1,,1,1,,1,0,0,1,,1
51494,61038,1,1,1,0,,1,,,1,,1
86041,11718,1,0,1,0,1,,,0,,,0
84053,78852,1,0,1,1,0,0,0,1,,0,
97072,36456,0,1,,,,0,0,0,,,1
70550,36604,,1,0,1,1,,0,1,,0,0
76567,95178,1,,0,0,1,,0,1,,0,1
26053,46053,1,0,0,,,0,,1,,,1
12315,9056,1,0,0,0,0,0,0,0,1,0,
15200,87226,1,0,0,0,1,0,0,,0,,
29005,83051,0,,1,,0,0,0,,0,1,
1504,97919,,1,,0,1,,,,0,0,1
88771,33098,0,1,,1,1,0,0,1,,,1
98459,87501,0,,0,,1,0,0,0,1,1,0
72464,12628,1,0,,1,0,1,,0,0,1,1
8708,14782,1,1,0,,,1,0,,0,1,1
75151,57562,,,0,0,,,,,1,0,0
67376,41900,1,1,1,0,0,1,0,,0,0,1
90219,10872,,,1,,,1,1,,,0,
40540,32486,1,0,,,1,1,1,0,1,0,1
73301,31866,,,0,,1,,,0,,,1
66598,97770,0,0,1,0,,0,0,1,,1,
80529,23147,,0,,0,,1,1,1,0,0,1
25354,23456,,,1,0,1,1,0,0,0,0,1
1546,99280,0,0,1,,,,1,,0,0,
82318,77845,1,1,,0,,,1,0,1,0,1
82618,71699,,1,,0,0,,1,,1,0,
97120,78023,0,,,1,1,,1,0,1,1,
45211,78136,1,1,0,0,,0,1,0,0,0,1
84606,98347,1,1,0,1,0,,,,,,
41755,70568,0,,0,,0,0,1,1,1,1,1
8786,2683,,1,0,1,1,0,,1,0,1,1
18532,63297,1,1,0,1,0,1,,,,,
46304,69193,,,,0,,0,0,1,,,
71931,15231,0,0,,0,1,,1,,0,1,
19629,27421,1,1,,1,1,0,,,0,0,0
99855,43614,0,1,,0,,1,0,,0,,0
37019,33380,,1,,0,1,0,1,1,1,0,0
20075,8919,0,,,,1,0,0,1,1,0,1
64484,6621,,1,1,0,0,1,,,0,,
97779,22032,0,1,0,1,,,1,1,1,1,1
81409,27798,1,,,1,,,1,0,0,1,
60789,38250,1,0,1,0,1,1,1,1,0,0,0
18925,22943,,0,1,1,,1,1,,0,,0
69732,65800,,0,1,,,1,,,1,1,0
14305,66147,0,0,0,0,,1,1,0,,,0
2710,3289,0,0,1,,,1,1,,,1,1
96256,49382,,0,1,1,1,0,1,,,0,
19418,74763,,,0,,,0,,0,0,,1
60352,36801,1,0,0,,,,,,,1,0
92615,88573,0,,0,0,1,1,0,1,0,0,0
7482,24975,1,,,0,1,,1,0,,,0
12420,32905,1,,,1,,,,1,0,1,
21420,91823,,,1,0,0,,0,1,0,0,
17708,19483,0,1,1,1,,1,1,,0,,0
7335,95013,1,,,,0,,1,0,0,1,0
16343,96032,,,1,0,1,,1,1,0,0,0
27683,66623,1,,1,0,,1,0,0,1,,0
85203,49409,0,0,1,0,1,,,,1,,0
33195,38968,,1,1,,1,,0,0,0,0,0
86278,14261,1,,1,,0,1,,0,1,1,0
30516,72915,0,,,1,0,,1,0,1,0,0
31081,97953,,1,1,,0,1,0,0,1,,0
22731,87557,1,0,0,1,1,0,,1,0,1,1
51273,82087,,1,,1,,0,,0,1,1,0
20354,29933,1,0,1,0,,1,0,1,1,0,0
3854,7356,,0,1,,,,1,1,,1,
12442,12055,1,,,,0,0,1,0,0,,1
21634,58897,,0,1,,,1,0,0,1,,
65010,73293,1,0,,,0,1,,1,,0,1
79764,38285,0,0,0,,,,0,0,1,,1
91398,59434,1,0,1,,0,,,,1,0,
45023,1562,,0,1,,0,1,1,1,,1,
64152,43952,1,,0,0,1,0,1,1,0,,1
25128,7711,,,0,1,,0,1,,0,0,0
99264,13932,1,,0,1,1,0,1,0,,,0
16069,6490,1,0,0,,1,0,0,,1,1,0
53738,7047,1,,,1,,1,1,,1,1,
22586,19893,0,,0,,1,1,,1,0,0,1
94269,37075,0,0,1,0,,1,1,1,0,1,0
55559,34450,,1,0,0,,1,1,1,0,1,0
283,46218,,,,,,0,,0,0,,0
51332,14681,0,,0,,0,1,0,0,1,,
61152,61494,1,,,,0,,,1,1,0,1
83017,17505,,,1,0,,1,1,1,0,0,
43476,37488,0,,0,1,,0,,0,,1,1
90419,69991,0,1,,,0,,0,1,1,0,1
73313,34913,0,,,1,1,1,1,,1,1,0
57401,77885,1,0,1,,0,1,,1,1,0,
7894,9728,1,,0,1,1,1,0,,0,,
41086,50902,0,0,,1,0,,1,1,,,0
95678,69863,,1,1,1,0,0,,1,1,0,
16384,16303,,1,,,0,,0,0,1,,
19264,67625,,1,0,,0,,0,,0,0,
28982,95865,,0,0,,,1,0,1,0,0,0
14036,57787,0,0,1,,1,1,0,1,1,1,1
57508,40938,0,0,,,1,0,0,0,,1,
66908,62088,0,1,0,0,0,0,1,0,0,,0
4736,47387,1,,1,1,,1,,1,1,0,1
99236,50146,,,,1,,1,,0,0,0,
15210,73317,1,,,0,0,0,1,0,0,1,
24287,22156,1,1,0,1,,0,1,1,1,0,1
77728,84639,1,0,1,1,1,,0,,1,1,1
51508,42331,0,1,,1,,0,1,,0,1,1
61258,1956,,,,,0,1,1,1,1,0,1
72889,71117,1,0,1,1,0,,1,0,0,1,0
13095,59838,,0,1,0,,,,,0,0,
74129,22453,0,1,1,1,0,,,0,0,1,1
85825,1519,0,1,0,1,,1,0,0,1,1,0
23698,44742,1,1,1,0,,1,,0,,1,1
13274,61553,0,0,0,1,,0,1,0,0,0,
90649,64538,1,,0,,,1,1,1,,1,0
32130,99088,1,,1,0,0,0,0,0,1,,1
10097,54790,0,1,0,1,1,1,1,,0,1,0
40421,64165,1,1,1,,1,,,1,0,1,1
29867,54248,1,0,,1,,1,0,,1,1,1
1624,92440,1,,0,1,1,0,0,1,,1,0
21005,96468,,1,,,,1,,,0,,0
75689,31901,0,,0,1,1,1,1,0,1,0,
2062,74228,0,0,1,,1,0,0,0,,1,
37516,82294,,,0,1,0,1,0,1,0,1,
94020,27291,0,,,0,,1,1,1,,,
85420,16054,0,1,0,,1,0,1,1,,,0
20504,11680,0,,,0,,,1,,0,,0
68481,60113,,0,,0,,,1,,,,0
49386,5306,0,1,1,,,1,0,0,,1,1
64823,11510,0,,,0,1,0,1,1,0,0,1
41385,99926,1,0,,0,0,0,0,0,,0,
25852,95852,0,0,1,1,1,0,,,,,
81738,2075,1,,1,1,,1,,1,0,,
36930,23098,1,,1,1,1,0,0,0,0,,0
79118,86794,,,0,0,0,1,0,,0,,0
22383,17810,0,1,,0,0,0,0,,0,0,
71362,49397,,0,1,,0,0,0,,1,0,1
55652,92630,,1,,0,1,,1,0,0,1,
20131,10752,,0,1,1,,1,,0,,1,
90951,13652,,1,,,0,0,1,0,1,,1
77714,64806,0,,1,0,0,0,1,,,,1
58525,86398,0,1,1,1,1,0,1,1,1,0,1
45530,10356,,1,1,0,0,,,0,0,0,
41966,78732,,0,,0,,1,,,,0,0
9208,23714,1,1,1,0,,,,0,1,0,
87558,651,1,0,,0,0,0,,1,0,,1
69053,73281,1,,,0,,,,0,,1,0
83876,1575,1,0,,,1,0,,1,1,0,0
91300,85174,1,1,1,1,,0,,1,1,,0
36270,35833,,0,,0,1,1,,1,0,0,
34039,50928,,,,1,,1,,,,0,1
5535,23590,1,0,,,0,,,1,1,,0
58854,49017,,0,0,1,1,,1,,,,1
65516,41292,1,,1,1,,1,1,1,1,0,1
82340,50426,0,1,1,,1,,1,0,0,1,1
72374,92718,1,,,1,,,1,0,,0,0
92691,69581,,,,1,1,0,0,,1,0,1
81983,49084,,,0,0,,0,0,,0,0,
48240,72632,,0,1,,0,1,0,,,,0
14401,15201,,,,1,1,,0,,0,1,0
6334,53620,0,1,,,,0,1,1,,,1
54265,81544,1,1,1,,,1,0,1,1,1,
56093,97618,,0,1,1,1,1,,1,0,1,1
79040,68285,,1,1,,,,0,0,1,0,0
53019,66135,0,,1,1,0,,0,0,1,,1
78349,28294,,0,0,,1,0,1,1,0,0,0
51743,49158,0,0,,0,,0,0,1,1,,1
54804,39772,,0,0,0,,,1,1,,0,
70467,70954,1,1,0,0,0,0,,0,,,
11058,3259,,,,0,1,0,1,0,,,1
46455,91365,1,1,,1,0,1,,,1,1,1
95007,22737,1,0,1,1,1,0,1,0,0,0,1
99142,1318,1,0,1,1,1,0,0,0,0,1,0
53770,11663,,,1,0,1,,,1,,1,1
41511,2797,,,0,1,,1,1,,0,,0
16989,24942,1,,1,0,,,,1,1,0,
19664,38033,,0,,1,1,1,0,1,1,,0
78439,59828,0,,0,,1,1,1,0,0,,
25465,3940,1,1,0,,0,0,,1,,0,1
47068,14862,,1,1,,,,1,1,0,,1
45829,71887,0,0,0,0,0,1,,,,0,0
2338,6971,1,0,0,,1,,0,1,0,1,1
55891,63346,0,,,1,0,1,0,1,1,0,0
15935,64617,,,0,1,0,,,0,,0,1
8158,14732,0,1,0,,0,1,1,1,0,,1
37402,82375,,1,0,,0,0,0,,,,1
22169,18757,1,0,,0,1,,0,1,,1,
27599,62549,,0,1,,1,1,0,1,,0,1
46581,7053,,,1,0,0,0,1,0,,1,1
13197,42738,,,1,1,1,0,0,0,1,1,1
75242,50339,0,,1,0,,,1,1,,1,0
42252,57872,,,1,,1,0,,0,,1,1
95281,23523,1,1,1,,0,,1,0,1,,
16035,94416,,0,0,1,0,0,1,,0,0,
56367,69181,,1,,,1,1,0,0,0,,1
96711,69614,0,1,,,,1,0,1,1,,
59461,38775,,0,1,,,0,0,1,1,,
84324,45874,0,,,0,0,0,0,0,0,0,
96541,18605,,,1,1,0,,,,1,0,0
62810,56932,0,0,,1,,,0,0,0,,1
44478,33992,1,1,0,0,0,0,0,1,0,0,1
91474,6647,1,,1,0,1,,0,,1,,0
11421,61431,1,,,,0,1,0,0,,1,0
23575,9914,0,,1,0,,0,,,,,1
66395,4715,,1,0,,0,,1,0,1,,0
23447,7390,0,0,,0,1,0,0,1,,,0
27471,37616,,,0,0,1,0,1,,1,0,
96261,49171,,1,,,,0,0,1,0,,
59141,91160,1,0,1,1,,,0,,1,0,
24961,57356,,1,,0,,,1,,0,0,1
92311,14818,,0,1,1,1,1,1,0,0,0,1
38729,27163,1,,1,0,0,1,0,0,,1,0
83786,44561,,0,0,1,1,,1,,1,,
6485,42833,0,0,0,1,,0,,,0,1,1
19729,58577,0,1,,,0,,1,,,,1
83982,76221,0,0,0,0,,1,0,1,1,1,
8551,16592,1,1,,,,,0,1,,,
8771,91844,0,1,,,,,,0,1,0,0
2947,97549,,1,1,,0,1,0,0,1,1,1
59974,72392,0,1,,1,0,,,,1,0,0
82541,32112,1,1,1,0,1,,1,1,1,1,0
20499,42606,,0,1,,,,1,,,,
37091,68308,1,0,,1,,,,,0,,
1769,25068,1,,0,,1,1,,0,1,0,0
46121,66164,0,0,0,0,0,1,,0,1,,0
71450,31745,1,0,,1,0,0,1,,0,0,1
40716,12081,,0,1,0,0,1,1,,1,0,0
54830,1609,1,0,1,1,1,1,0,0,1,,1
22688,95218,0,0,0,,0,,0,,,,1
69669,28139,,1,,,,0,1,,0,1,1
52334,14378,,1,,,1,1,1,1,0,1,
59933,63339,,0,,,1,,0,0,1,,0
71008,20133,0,0,,0,,,,1,,,0
51024,98591,0,1,,,0,0,1,,1,1,0
23010,89414,0,,,,,1,1,,1,,0
217,93314,0,,0,,1,0,1,,0,1,1
72195,75308,0,,,1,,0,0,,,0,0
65079,15790,,,,,,1,0,0,1,1,1
15013,70601,0,0,,,1,,1,0,0,0,0
23792,22022,,0,1,1,0,,0,1,,1,1
41064,75505,0,0,,0,,0,,,1,0,0
38871,53748,0,1,,,0,0,1,0,0,1,
41992,96570,,1,1,,1,,1,0,1,0,0
62755,76520,1,1,1,,0,,,0,0,,0
2604,85308,0,1,0,0,0,,0,,0,,
46087,20117,1,1,,1,1,,0,0,0,,0
41693,29266,,1,,0,0,,,,1,1,
30712,46545,,1,0,,0,1,,1,,1,1
57327,74264,0,,1,1,,,1,1,0,0,1
81212,56251,1,1,,0,0,1,,1,0,,0
80947,7020,0,,,1,,0,,1,,1,1
94639,16794,,0,0,0,0,1,,0,1,,0
21885,52182,1,,1,0,0,0,,1,0,,0
82645,87281,1,1,,0,1,1,1,,1,,
94130,92966,1,,1,,,0,,0,,0,1
73725,91302,,1,,,1,,0,1,0,0,1
24821,39592,0,1,1,,,0,1,1,1,,1
84634,31091,,,,1,1,1,1,1,0,1,1
13851,54815,1,0,,1,0,0,1,,1,0,1
31649,5725,,0,1,1,1,1,0,0,1,1,0
54018,67250,,0,0,,1,,1,0,1,0,1
35551,16292,,0,0,1,0,,,0,0,,1
34430,15567,,1,,,1,1,1,0,0,,1
98544,52702,,,0,0,1,0,,1,,,
74935,50345,1,0,0,,0,,0,,1,,
27699,69491,,1,0,0,1,,1,,,0,
86941,44603,,0,1,,1,1,,0,0,0,1
77250,20137,1,1,,0,0,1,1,,,,1
10186,36465,0,1,0,1,0,1,1,,1,,1
53110,75140,,,,1,0,1,1,0,,0,
75844,58026,0,0,1,,1,,0,1,0,0,
78357,32250,0,1,1,0,0,0,,,1,0,0
53707,16688,0,1,,1,0,,1,1,0,1,0
97034,91220,1,,0,1,0,,1,0,1,,
54581,9169,1,0,1,0,,,1,0,0,1,0
9899,79789,0,1,0,0,,,1,,1,1,
19392,4935,1,1,0,0,1,1,1,1,0,1,
69215,14110,,,0,1,1,0,1,1,,1,
64339,32080,1,1,0,1,1,0,,0,0,0,0
83571,98269,,,1,1,0,,0,0,0,,
18618,91356,,,0,1,,,0,1,,1,0
18721,47074,1,1,1,,0,1,0,,1,,
766,38365,,1,0,1,1,0,1,,0,0,1
52320,24793,1,0,1,,0,,0,,0,0,
66402,9195,0,,,0,1,,0,1,0,0,
60284,45248,1,1,0,0,,,,0,1,0,0
80011,80667,,1,0,0,0,,1,1,,,0
1686,50765,,,1,,,0,1,0,1,1,
85070,22353,1,,0,,0,,,,,0,
16917,80587,,,0,1,1,,1,0,,,1
73963,5239,,0,,,1,,0,0,0,1,0
89266,91806,0,0,1,,1,,,0,,,1
9637,17940,0,0,,,,1,0,,1,0,0
18545,69071,,1,1,1,0,0,0,1,0,0,1
71832,67616,,0,,1,1,,1,,,0,0
20557,44844,0,,,,0,1,,,1,1,0
65300,79980,,,,0,,0,,0,0,,0
39320,7515,0,1,1,1,,0,0,,1,1,
70189,45082,,1,1,0,,1,1,1,0,1,
61521,97393,,0,,,,0,1,0,1,0,0
62712,29325,0,,0,0,,0,,1,0,,
45050,32977,0,1,,,,1,0,1,1,0,1
50168,46377,,1,,,0,,1,0,1,1,0
84151,49547,0,0,0,0,,1,,,1,,
63242,55091,,,0,1,,,,1,1,1,
7586,44188,,0,0,,,1,,0,0,0,1
83191,39666,0,,1,1,,,1,0,1,0,1
36299,92566,,0,1,1,1,1,,,0,1,1
38667,74373,0,0,,0,,1,1,,0,,
14470,41899,,,,,,0,0,,1,1,
68012,83786,0,0,1,,1,0,0,,1,1,
79492,71581,0,0,0,,1,1,0,0,1,,1
23362,89607,,,1,0,1,0,1,,1,0,
48859,17343,1,0,1,,,0,0,,0,1,1
73181,54931,1,0,1,,,0,,,0,,1
52954,71611,0,1,1,0,,0,,,0,1,
99899,78728,1,,,,,,,,0,0,
25568,2213,1,0,0,,1,1,0,,0,1,
18026,43059,0,,0,,0,1,,1,1,0,
85527,71869,0,1,,1,,0,0,,1,1,1
5932,97791,0,0,,0,,0,,0,0,0,
55117,4050,,1,,0,1,1,0,0,0,0,1
27633,26923,1,,,,,1,1,0,0,0,1
67201,25799,,1,0,,0,1,0,,,,
76696,63572,,,1,1,1,1,,,0,,1
68606,1946,,1,1,1,0,0,,1,,,0
16839,24989,1,0,0,1,,1,1,0,,0,
74327,98767,0,1,0,,0,1,,1,0,,0
3532,33818,,1,0,0,,0,0,0,1,,
49109,20206,0,0,1,1,1,0,1,0,1,1,
99101,34056,0,1,,1,1,0,0,1,0,1,1
36859,3617,1,0,0,0,1,0,1,0,,0,1
3761,63764,,1,0,0,,0,1,,1,0,0
79721,70974,,,,,,1,0,0,,,1
7363,14120,,1,0,,0,1,0,,1,,1
28260,44246,,1,0,1,,0,0,1,,1,1
67071,70700,1,0,,,0,1,,0,1,0,0
51981,1224,,0,1,,1,0,0,1,1,,0
8440,92445,0,1,1,,,0,0,0,,1,1
75442,86864,0,,,1,,0,0,0,0,0,0
66426,47669,0,,0,0,0,,0,0,1,0,0
23716,56788,,0,,1,0,0,,0,,1,
4871,11164,0,0,1,,1,1,,0,0,,0
88977,23856,0,0,0,,0,,1,,1,0,1
63749,25031,1,,0,0,1,0,,,,,1
50206,6331,1,,0,,1,1,1,1,0,1,1
14636,47978,0,,0,0,0,0,0,1,1,0,1
2975,43526,1,0,,0,,,,0,1,,1
63682,34786,0,1,0,0,,1,0,0,,1,1
30109,37768,1,,0,,,0,1,,1,1,1
21358,81936,,1,1,0,,,0,1,0,0,
3230,79364,0,0,1,0,0,0,1,0,1,1,
40009,86463,0,1,,,,0,,0,,1,0
53075,68009,0,0,,0,1,0,,0,,0,
72744,58815,,0,1,1,0,,1,0,,1,0
79998,50562,1,,0,1,1,0,1,1,1,,
89353,55856,1,1,0,1,,,,,1,1,0
4893,92490,0,0,0,1,1,0,1,,1,1,1
14908,50949,0,,,1,0,,1,1,0,1,
55221,65811,1,,,,0,0,,,1,,0
98995,52400,0,,0,,,1,,0,1,1,0
80767,41255,1,,1,0,1,,0,0,,0,1
34434,92978,0,1,,0,1,0,,1,,1,0
73559,20178,1,,0,1,0,0,1,,0,1,0
13540,89326,1,1,1,,,1,0,0,,0,
58121,47326,1,1,1,1,1,0,1,0,1,,0
95433,91992,1,1,1,0,1,0,,0,0,,0
52573,30029,1,0,0,1,1,0,1,0,,1,1
4898,369,,1,0,,,1,1,0,1,1,
61295,66457,0,,1,0,,,,,0,1,1
69547,41875,1,,0,1,0,1,,0,1,,0
85416,75397,0,1,,0,0,0,,1,1,,
28493,38247,1,,1,0,,1,,,,,
69779,73228,0,0,0,,0,0,,1,,,0
58251,77865,1,1,0,0,1,0,1,0,,1,1
41840,35281,1,1,0,,,1,0,0,1,1,0
41228,64090,,,0,0,0,0,0,,,1,1
54013,84828,1,0,1,1,1,0,,1,,0,
95541,75723,0,1,0,,,,1,1,1,,
99599,79262,0,1,1,1,,,0,,,,0
94219,37435,0,1,1,1,0,1,,0,,,
25496,24235,,1,1,1,0,,,1,,1,0
65782,79581,0,1,0,1,,1,1,1,0,0,0
51071,22965,0,,,0,1,,,0,,1,
19713,56010,1,1,,1,1,1,0,1,1,1,1
21773,25727,,0,0,1,1,,0,0,0,,1
97028,44961,,,1,1,,1,0,,,,1
88232,73104,1,1,,,0,1,1,,0,,1
92035,2380,1,0,1,1,,0,,,,0,0
62374,86310,0,1,,,,,1,,0,1,0
55273,36252,0,,,,,0,0,,1,1,
76345,22382,1,1,0,1,0,1,0,,1,1,1
54428,53691,,,1,0,0,,1,0,0,,0
46900,17943,,1,,1,1,1,0,0,0,0,1
15159,57790,0,1,,,0,1,0,,,,
78134,32649,,0,1,0,0,1,1,,,1,1
97735,92558,0,1,1,,,,,,0,,1
34495,46911,,0,0,0,1,1,1,,,0,
72054,15198,1,1,1,,0,0,,,1,1,1
42859,22057,0,0,,0,0,0,0,,1,,
2184,50247,1,1,1,,1,1,,,0,0,
47379,85148,0,0,1,1,,,,,0,,0
46036,44477,,,0,1,0,,1,,1,,
58944,4793,1,,1,,0,1,,1,0,1,1
28097,67446,0,0,1,,1,1,0,,0,1,0
18537,4431,,1,0,0,1,1,0,0,1,,0
99378,45144,1,0,1,,,0,0,0,0,,1
13855,84104,1,0,1,0,0,0,1,1,1,,0
88596,39382,,,1,0,0,1,0,,0,1,0
41717,86181,1,,1,1,,,1,,0,1,1
83929,32338,1,1,,,,0,1,1,1,0,0
97662,53885,0,1,0,,1,1,,0,,1,0
22608,99743,0,0,1,,1,,0,1,0,0,
3909,18832,1,,0,1,1,,0,,1,,1
95481,37610,,0,1,0,0,1,0,0,,,1
94979,60369,0,0,,1,1,0,1,0,0,,0
37194,48431,1,,0,0,0,0,,0,1,1,1
46922,53511,1,,,1,0,1,0,,1,,1
10080,36072,0,1,0,1,1,0,,1,,1,1
15535,77678,1,0,,0,0,1,0,1,0,0,1
10872,11649,1,0,0,,,,0,,,1,
48131,95788,,,0,1,,,1,1,1,,
30761,79864,0,,0,,0,1,0,1,1,0,0
98010,91955,0,1,0,,0,1,,0,1,,1
51877,45588,,,0,0,,,0,1,1,1,0
2980,47488,1,0,0,,1,,0,1,1,,
70873,77912,1,1,0,,0,,1,0,1,,
77503,84178,,1,0,1,,1,0,,,0,
64745,33726,0,1,,0,,,0,,0,1,
11472,15378,1,1,,0,,1,0,0,1,0,1
26341,33724,0,0,,0,,1,,,1,0,0
99476,91262,,0,1,0,,0,,,,1,1
74804,2100,1,0,,,0,,1,1,0,1,0
86878,2541,1,,1,,0,,1,1,1,0,
6249,98701,,,1,1,1,1,0,,1,0,0
13477,45198,1,,1,0,,,,0,1,0,1
94939,36938,1,1,1,1,,,0,1,0,0,1
89382,56844,0,,0,,0,,1,0,,,
87361,18430,1,0,,1,1,0,0,,,0,0
80267,5085,,,,1,1,0,,,0,1,1
96980,43573,,1,0,,1,0,0,,0,1,0
78262,6230,0,0,0,0,0,0,0,,0,0,0
26809,6113,,1,,,,,1,,0,,
13375,86190,1,0,,,1,1,,0,1,1,
63560,41360,0,,1,,1,1,,1,,1,0
50180,297,1,0,1,0,0,,,,1,0,
28025,8567,1,1,,,1,1,1,,1,,
94454,95407,,,0,,,1,,1,,1,
65580,70311,,1,1,1,0,,,,0,0,0
23514,50283,,0,1,0,1,1,1,,,1,1
85666,32147,0,,,1,1,1,0,0,1,0,
93366,48293,0,1,,,1,0,,0,,1,
4591,84808,,1,1,0,,,,1,,1,
6979,95767,,1,,0,1,0,0,1,,1,
58791,23391,0,1,,1,0,,0,,,0,0
55410,41063,,0,,1,1,1,,,0,0,
66094,30478,0,0,1,1,1,,,1,1,1,1
76971,34929,,1,1,1,0,,1,,0,0,0
28885,78569,0,1,1,,0,,0,,1,,0
31044,62855,0,1,,1,1,,1,,1,0,
76249,72086,0,1,,1,1,0,1,0,,0,
32810,92593,1,1,,1,1,0,,0,1,,
71711,30439,1,,,1,1,1,1,1,1,,0
31867,14618,0,0,0,0,0,,,,1,,0
90784,38707,,0,,0,,0,0,0,,1,0
7620,43868,1,0,0,0,1,0,1,,0,0,
87576,57773,0,,1,1,0,1,0,,,1,
89046,14961,,0,1,1,0,1,0,,,,0
67790,1670,,,1,,0,,,,1,1,1
43111,76858,,0,1,0,0,,1,0,,0,
76050,54204,0,1,1,0,0,0,0,1,1,,0
83822,73718,0,0,1,,1,,0,,1,1,
91918,39291,,,,1,0,,1,,1,0,1
89128,91269,1,,,1,1,0,1,0,1,1,0
96407,56450,,0,0,1,,1,0,1,,1,0
38841,28441,,0,1,1,0,1,0,0,,,0
80390,18846,,,,0,,1,,0,1,1,
74831,75214,0,1,,1,1,,,1,,0,
33486,98044,1,1,,,,,1,,,,
23415,20321,,,0,1,0,1,1,,0,0,1
1740,48939,,1,,0,1,,,1,1,0,1
99875,21059,1,0,1,1,1,0,1,0,0,1,0
58728,33386,0,0,1,,0,0,,1,0,0,1
64081,89522,1,,1,,0,1,1,,,,0
16862,70007,1,1,,,,1,1,1,1,,
84445,18824,1,0,,,1,0,1,1,0,1,
47612,53282,1,,0,0,,,0,0,1,0,
7647,51776,,1,,0,0,,,1,1,1,
75010,62393,,1,0,0,,1,1,,,0,1
79260,7879,,1,1,1,,1,0,1,,,0
61612,50865,,0,,,0,0,,1,,0,
88567,19900,1,0,,0,1,0,0,,,0,0
72100,33928,,1,,1,1,1,1,1,0,,0
31173,21410,1,0,1,0,1,0,0,1,,,1
5545,49598,1,0,0,1,,1,0,0,,0,1
38273,67578,,,,,,,1,0,,,
89381,50780,1,0,,0,0,1,1,0,0,0,0
43058,24086,,,,0,1,1,,1,,1,
16229,37009,0,1,,,1,1,0,1,,0,
41918,53514,1,1,,0,0,0,1,,1,1,1
70842,89400,1,0,0,0,0,1,1,0,1,0,1
56753,27470,,,,,,0,0,,1,1,0
27018,70285,1,1,,1,1,,0,,0,1,1
84761,96397,,1,1,0,,1,,,,,
8181,14802,,1,0,,0,,1,1,,,
91628,4532,1,,0,,0,1,1,1,0,0,0
18568,12202,0,,0,1,,1,,1,1,,1
97066,70897,0,,,0,,,,0,1,,0
60092,18645,0,,,1,0,,,,,1,0
8852,38024,,,,,0,1,0,,1,,
82366,11068,0,0,,,,1,,0,0,1,
44659,18739,0,0,0,0,0,0,0,,1,0,0
76951,47718,1,0,0,0,1,,,1,,0,0
56576,89421,1,0,1,0,0,0,1,0,0,1,0
2763,80284,,1,,,,1,0,0,0,1,1
39466,25568,,,,0,1,1,1,0,,0,1
35369,84748,0,1,,1,,,0,,,0,1
31968,66487,0,1,,,,1,0,,0,1,0
38146,66664,1,1,1,0,0,,1,0,1,1,1
44011,30524,1,,,1,1,1,,,0,0,0
47312,34460,,1,1,0,1,0,,0,,1,0
93211,68986,,,,0,1,1,1,0,1,,0
85661,58577,1,1,,0,1,1,0,0,1,1,
81025,50779,0,,,1,0,1,0,0,,0,
73109,15032,,,,1,0,,1,0,0,1,0
95083,92251,0,,0,0,0,1,1,,,0,
63812,80705,0,,,0,,,,,1,1,0
44098,59973,0,0,1,0,0,0,1,0,1,1,0
76413,2208,,1,,,,0,0,0,1,0,
58278,54944,1,1,1,0,,0,1,1,,,0
39063,23429,,1,0,1,1,0,0,,,,0
99016,88815,1,0,0,0,1,0,,0,1,1,0
10885,8849,1,,1,,0,,0,,1,,1
60578,31710,1,,1,0,1,,,1,,1,
99897,35044,1,1,1,1,0,1,,1,,,1
54330,82263,0,,0,,0,1,,,0,0,
60865,57837,,0,,0,1,1,,0,1,,0
